Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,Player,xMLBAMID,playerids,playerid
CHC,Cubs,82,259,293,65,45,11,1,9,33,37,29,0,58,4,1,0,,1,0,0.25012,0.332036,0.396204,0.72824,0.321224,0.0975077,0.196078,0.497291,0.146084,3.13917,0.28925,0.0,,36.6069,1.94561,1.63921,-0.235939,-0.235939,1.82001,2.3459966480731964,5.673636555671692,107.426,328.1,4.001219512,328.1,4.001219512,591.9099731445312,0.03759398,C,/players/carson-kelly/13620/stats/batting,17,NL,Carson Kelly,608348,13620,13620
PIT,Pirates,95,359,392,98,68,21,3,6,45,44,25,0,81,6,2,0,,3,3,0.272712,0.328216,0.40024,0.728456,0.318729,0.0636322,0.206922,0.307517,0.127528,4.30738,0.335228,0.0,,48.1244,1.80579,3.27164,-1.08028,-1.08028,1.81891,-0.13195335865020752,4.855342149734497,102.041,414.5,4.363157894,414.5,4.363157894,999.0,0.0,2B,/players/nick-gonzales/27490/stats/batting,27,NL,Nick Gonzales,693304,27490,27490
MIA,Marlins,118,440,517,100,64,20,5,11,64,55,62,0,108,6,3,6,,30,9,0.227543,0.3295,0.369793,0.699293,0.311448,0.119648,0.209294,0.571675,0.14225,7.18972,0.275771,0.0,,60.4354,-0.67496,-0.818749,1.34114,1.34114,1.79753,-0.13258051872253418,0.47798627614974976,97.5958,545.7,4.624576271,545.7,4.624576271,137.0800018310547,0.01041667,OF,/players/jakob-marsee/31370/stats/batting,20,NL,Jakob Marsee,805300,31370,31370
MIL,Brewers,112,409,456,108,81,16,3,8,59,47,38,1,59,5,3,1,,12,4,0.265114,0.331445,0.378779,0.710223,0.312332,0.0824361,0.130017,0.634043,0.113664,5.62816,0.291515,0.0,,53.5935,-0.267527,7.00369,0.0272862,0.0272862,1.79716,0.1879544947296381,2.1970205307006836,100.297,475.1,4.241964285,475.1,4.241964285,216.39999389648438,0.00549451,OF,/players/sal-frelick/29622/stats/batting,23,NL,Sal Frelick,686217,29622,29622
BAL,Orioles,111,374,412,95,67,16,3,9,51,47,33,0,84,1,2,3,,17,4,0.254042,0.313178,0.387898,0.701076,0.306838,0.0789814,0.203657,0.387816,0.133856,6.41784,0.303007,0.0,,46.5862,-2.07887,2.23745,1.12324,1.12324,1.79011,-0.1594618558883667,3.4670218229293823,97.3576,429.2,3.866666666,429.2,3.866666666,999.0,0.0,OF,/players/leody-taveras/18900/stats/batting,2,AL,Leody Taveras,665750,18900,18900
NYM,Mets,92,334,371,79,50,16,0,13,45,51,30,2,97,3,2,1,,17,5,0.237421,0.305997,0.404584,0.710581,0.30815,0.082154,0.261246,0.314469,0.167164,4.86595,0.292153,0.0,,42.3508,-1.47722,3.04678,0.71863,0.71863,1.78916,0.7093263203278184,4.425218939781189,99.9788,394.3,4.285869565,394.3,4.285869565,105.63999938964844,0.03007519,OF,/players/luis-robert-jr/20043/stats/batting,25,NL,Luis Robert Jr.,673357,20043,20043
MIN,Twins,102,346,402,80,41,18,2,18,50,53,43,1,128,11,2,0,,3,2,0.231139,0.333794,0.455694,0.789488,0.342368,0.10652,0.319101,0.333813,0.224555,4.12213,0.306,0.0,,57.128,9.57755,-0.650086,-0.704936,-0.704936,1.78585,8.605958044528961,-5.015074968338013,119.63,496.9,4.871568627,496.9,4.871568627,340.5899963378906,0.1171875,OF,/players/matt-wallner/26466/stats/batting,8,AL,Matt Wallner,670242,26466,26466
MIA,Marlins,91,304,348,76,49,16,3,9,49,43,29,0,77,10,2,3,,32,7,0.250256,0.335092,0.403897,0.738989,0.325405,0.0846343,0.221158,0.382686,0.153641,7.94565,0.306473,0.0,,44.6437,3.49213,3.51694,3.01196,3.01196,1.76412,5.966201066970825,-0.32209300994873047,107.157,427.9,4.702197802,427.9,4.702197802,748.530029296875,0.0,OF,/players/esteury-ruiz/21780/stats/batting,20,NL,Esteury Ruiz,665923,21780,21780
LAD,Dodgers,77,255,295,61,35,11,1,14,39,45,30,1,82,8,2,0,,1,0,0.237944,0.336185,0.449939,0.786124,0.341576,0.102188,0.279061,0.366186,0.211995,3.19161,0.292267,0.0,,41.6238,6.82073,-1.61324,-0.342182,-0.342182,1.75062,6.669542551040649,0.6319829225540161,120.085,371.7,4.827272727,371.7,4.827272727,745.8300170898438,0.046875,C,/players/dalton-rushing/31382/stats/batting,22,NL,Dalton Rushing,687221,31382,31382
SEA,Mariners,111,384,435,93,64,18,3,9,52,53,41,1,79,6,3,2,,6,4,0.241545,0.321252,0.370091,0.691343,0.305711,0.0933789,0.181381,0.514821,0.128546,4.57742,0.280537,0.0,,48.8408,-2.59583,0.612712,-1.0907,-1.0907,1.7464,-0.23495346307754517,2.3071959018707275,101.668,431.9,3.89099099,431.9,3.89099099,704.2899780273438,0.0,2B,/players/cole-young/31680/stats/batting,11,AL,Cole Young,702284,31680,31680
SFG,Giants,105,398,438,108,74,22,5,7,49,43,32,1,45,3,3,1,,4,3,0.271476,0.329146,0.406822,0.735969,0.320315,0.0739776,0.103426,0.715268,0.135347,4.61699,0.289226,0.0,,54.3396,2.58192,3.62143,-1.01983,-1.01983,1.74251,2.824345588684082,-0.3807055950164795,107.405,469.1,4.467619047,469.1,4.467619047,339.44000244140625,0.01069519,OF,/players/jung-hoo-lee/33824/stats/batting,30,NL,Jung Hoo Lee,808982,33824,33824
PIT,Pirates,102,354,408,95,62,22,1,10,48,45,46,1,70,5,3,0,,1,1,0.267119,0.356157,0.415711,0.771868,0.339033,0.113035,0.172495,0.655293,0.148592,2.6978,0.306596,0.0,,56.83,8.60775,3.05941,-0.745243,-0.745243,1.73681,6.96980082988739,-3.5854575634002686,115.95,493.6,4.839215686,493.6,4.839215686,738.1500244140625,0.00746269,1B,/players/spencer-horwitz/26477/stats/batting,27,NL,Spencer Horwitz,687462,26477,26477
TBR,Rays,109,381,420,101,73,20,3,4,51,44,30,1,83,5,2,1,,10,2,0.264351,0.324558,0.366419,0.690977,0.304639,0.0719682,0.197575,0.364259,0.102068,5.9412,0.325977,0.0,,46.7164,-2.86746,3.72591,0.403334,0.403334,1.72529,-2.8036639988422394,5.209689140319824,93.5159,415.7,3.813761467,415.7,3.813761467,999.0,0.00862069,3B,/players/ben-williamson/33197/stats/batting,12,AL,Ben Williamson,810938,33197,33197
HOU,Astros,111,416,440,111,75,20,1,15,46,58,18,1,76,2,3,0,,1,1,0.267199,0.29916,0.42669,0.72585,0.311826,0.0418377,0.171828,0.243485,0.159491,2.40302,0.293421,0.0,,51.5702,-0.439097,-3.0322,-0.971114,-0.971114,1.71683,-1.0101852044463158,2.62644100189209,99.9247,469.4,4.228828828,469.4,4.228828828,113.04000091552734,0.17073171,C,/players/yainer-diaz/23003/stats/batting,21,AL,Yainer Diaz,673237,23003,23003
ATH,Athletics,117,415,461,99,61,20,1,16,59,62,42,0,121,1,2,1,,14,4,0.237881,0.30673,0.407924,0.714654,0.310946,0.0903669,0.261631,0.345398,0.170044,5.26735,0.294699,0.0,,53.6412,-0.788805,5.14637,0.373811,0.373811,1.69625,-1.8394925594329834,2.5487403869628906,95.9235,497.9,4.255555555,497.9,4.255555555,157.22000122070312,0.0,OF,/players/lawrence-butler/22542/stats/batting,10,AL,Lawrence Butler,671732,22542,22542
PHI,Phillies,108,333,373,89,58,18,2,11,47,47,34,1,101,2,3,1,,8,2,0.26744,0.33607,0.431644,0.767714,0.333132,0.0911368,0.27074,0.336621,0.164204,5.29756,0.349,0.0,,50.199,6.08566,2.09128,0.210846,0.210846,1.69338,5.600669264793396,-1.4826645851135254,112.181,450.0,4.166666666,450.0,4.166666666,609.72998046875,0.0,OF,/players/brandon-marsh/20202/stats/batting,26,NL,Brandon Marsh,669016,20202,20202
SFG,Giants,121,457,524,114,66,26,1,22,65,69,60,8,131,4,3,0,,1,1,0.249319,0.338963,0.449728,0.788691,0.337223,0.113543,0.25015,0.453897,0.200409,2.33086,0.300408,0.0,,72.2171,10.2849,-1.55926,-0.810398,-0.810398,1.68365,10.984905898571014,-11.98419201374054,118.987,660.4,5.457851239,660.4,5.457851239,61.619998931884766,0.73096447,3B,/players/rafael-devers/17350/stats/batting,30,NL,Rafael Devers,646240,17350,17350
DET,Tigers,92,323,373,74,45,16,1,12,44,45,46,1,94,2,2,0,,2,1,0.227983,0.325475,0.393633,0.719108,0.316581,0.122528,0.251992,0.486239,0.16565,3.45897,0.282811,0.0,,45.1379,1.06759,1.89699,-0.753012,-0.753012,1.67865,0.29038769006729126,3.2674312591552734,102.374,401.3,4.361956521,401.3,4.361956521,999.0,0.0952381,3B,/players/jace-jung/31437/stats/batting,6,AL,Jace Jung,690291,31437,31437
BOS,Red Sox,102,357,406,88,58,22,1,7,52,45,30,0,42,13,2,3,,16,5,0.245727,0.325938,0.371468,0.697407,0.309871,0.0743653,0.104173,0.713864,0.125741,5.97048,0.261372,0.0,,46.8748,-1.04845,3.24703,0.622414,0.622414,1.67645,-2.338333010673523,4.751191854476929,93.8064,416.5,4.083333333,416.5,4.083333333,219.8300018310547,0.0,3B,/players/caleb-durbin/29646/stats/batting,3,AL,Caleb Durbin,702332,29646,29646
DET,Tigers,120,435,497,102,55,23,1,23,63,70,55,2,131,5,3,0,,1,0,0.235586,0.326348,0.452897,0.779245,0.33623,0.109774,0.26254,0.418122,0.217311,2.72069,0.279157,0.0,,68.0904,9.35339,-0.961473,-0.676488,-0.676488,1.67231,8.644663631916046,-9.425160765647888,115.909,606.7,5.055833333,606.7,5.055833333,188.35000610351562,0.05319149,1B,/players/spencer-torkelson/27465/stats/batting,6,AL,Spencer Torkelson,679529,27465,27465
SDP,Padres,100,336,375,82,49,17,2,15,48,51,29,1,106,7,3,0,,7,2,0.244645,0.316452,0.437993,0.754445,0.32605,0.0776838,0.283159,0.274347,0.193348,5.56467,0.310438,0.0,,48.2616,3.95606,2.69591,-0.0353277,-0.0353277,1.67162,5.599118448793888,-1.7479486465454102,112.678,440.6,4.406,440.6,4.406,224.47999572753906,0.05649718,OF,/players/ramon-laureano/17128/stats/batting,29,NL,Ramón Laureano,657656,17128,17128
COL,Rockies,108,371,403,91,60,16,3,12,52,44,26,0,112,2,2,1,,16,3,0.244315,0.295976,0.400166,0.696142,0.302318,0.0648376,0.278771,0.232584,0.155851,6.6838,0.3159,0.0,,44.0789,-3.51119,10.3448,1.31391,1.31391,1.66677,-8.696556687355042,11.574567198753357,79.0296,420.9,3.897222222,420.9,3.897222222,166.25,0.0239521,OF,/players/brenton-doyle/25479/stats/batting,19,NL,Brenton Doyle,686668,25479,25479
TEX,Rangers,100,374,403,97,63,20,1,13,44,51,23,0,96,3,3,0,,3,1,0.25995,0.306112,0.425645,0.731757,0.316205,0.0583144,0.237898,0.245124,0.165695,3.35771,0.314581,0.0,,48.6338,1.03048,-0.281286,-0.558888,-0.558888,1.66624,1.2318801879882812,1.1744966208934784,103.771,436.0,4.36,436.0,4.36,610.5,0.0308642,3B,/players/josh-jung/26299/stats/batting,13,AL,Josh Jung,673962,26299,26299
LAD,Dodgers,85,237,283,58,39,12,1,7,37,34,37,0,49,5,1,3,,5,3,0.246777,0.359181,0.389897,0.749079,0.334373,0.130807,0.173896,0.752212,0.14312,3.99608,0.283204,0.0,,38.3996,4.90629,4.0682,-0.623511,-0.623511,1.65983,4.466594040393829,2.3166422843933105,115.151,321.2,3.778823529,321.2,3.778823529,999.0,0.05,OF,/players/alex-call/19296/stats/batting,22,NL,Alex Call,669743,19296,19296
MIN,Twins,90,294,338,73,47,15,1,10,39,42,34,1,70,7,2,1,,2,1,0.24911,0.338918,0.409462,0.74838,0.328616,0.102,0.206003,0.495137,0.160352,3.32654,0.291709,0.0,,44.2266,4.27207,-3.31272,-0.488123,-0.488123,1.65826,3.5598816573619843,0.99857497215271,110.157,382.0,4.244444444,382.0,4.244444444,298.05999755859375,0.22535211,C,/players/ryan-jeffers/24618/stats/batting,8,AL,Ryan Jeffers,680777,24618,24618
CLE,Guardians,118,394,442,96,65,21,2,8,50,48,35,0,76,6,2,4,,10,5,0.243902,0.314546,0.370231,0.684777,0.302557,0.0797917,0.171859,0.464286,0.126329,4.8575,0.281447,0.0,,48.4059,-3.76345,0.429549,-0.849626,-0.849626,1.64443,-3.8947864770889282,4.756747096776962,94.1483,419.1,3.551694915,419.1,3.551694915,999.0,0.0,SS,/players/brayan-rocchio/23690/stats/batting,5,AL,Brayan Rocchio,677587,23690,23690
STL,Cardinals,113,398,440,110,74,20,1,15,49,61,35,1,62,3,3,1,,4,1,0.277508,0.33827,0.447018,0.785288,0.339658,0.080111,0.141222,0.567269,0.16951,3.65436,0.295265,0.0,,61.424,9.49286,-0.705586,-0.228223,-0.228223,1.61181,10.403308242559433,-9.285986959934235,120.41,541.5,4.792035398,541.5,4.792035398,175.19000244140625,0.12154696,1B/OF,/players/alec-burleson/27615/stats/batting,28,NL,Alec Burleson,676475,27615,27615
LAD,Dodgers,110,410,448,108,67,21,1,20,56,70,30,1,120,4,3,0,,5,1,0.263366,0.318574,0.461574,0.780148,0.334817,0.0680572,0.267914,0.254026,0.198208,3.74512,0.322762,0.0,,60.8174,7.91118,-2.29167,-0.302319,-0.302319,1.60539,7.899210155010223,-7.1194069385528564,115.455,558.1,5.073636363,558.1,5.073636363,125.41999816894531,0.0,OF,/players/teoscar-hernandez/13066/stats/batting,22,NL,Teoscar Hernández,606192,13066,13066
TOR,Blue Jays,98,285,337,60,34,14,1,11,43,41,47,0,96,4,2,0,,4,1,0.212221,0.329962,0.391371,0.721333,0.320042,0.138639,0.285782,0.485123,0.17915,4.43425,0.274119,0.0,,41.7457,1.91237,4.37367,-0.29712,-0.29712,1.57993,1.9328806102275848,1.895411491394043,105.612,358.5,3.658163265,358.5,3.658163265,999.0,0.01801802,2B/OF,/players/davis-schneider/23565/stats/batting,14,AL,Davis Schneider,676914,23565,23565
SFG,Giants,121,456,503,119,78,22,1,17,60,63,36,2,121,8,3,0,,4,2,0.260257,0.324204,0.424781,0.748985,0.324756,0.072293,0.240523,0.300566,0.164524,3.67363,0.317664,0.0,,64.2647,4.78233,-1.52764,-0.817687,-0.817687,1.57553,5.415290057659149,-6.780885338783264,110.447,573.7,4.741322314,573.7,4.741322314,218.8000030517578,0.01578947,OF,/players/heliot-ramos/22515/stats/batting,30,NL,Heliot Ramos,671218,22515,22515
CHW,White Sox,104,383,446,97,75,16,1,5,56,33,51,0,73,7,3,2,,9,3,0.252601,0.34801,0.338914,0.686924,0.310869,0.113617,0.163787,0.693686,0.0863134,4.30468,0.297512,0.0,,51.8974,-0.791368,-0.654322,-0.115943,-0.115943,1.57156,-0.9396112710237503,0.9378621578216553,98.4328,442.0,4.25,442.0,4.25,646.8699951171875,0.0,2B/SS,/players/chase-meidroth/31580/stats/batting,4,AL,Chase Meidroth,805367,31580,31580
MIN,Twins,77,282,322,73,49,16,1,6,41,40,29,0,53,8,2,0,,15,3,0.257093,0.341139,0.387385,0.728524,0.322588,0.0910724,0.163586,0.556725,0.130292,6.25389,0.294774,0.0,,40.5278,2.49158,-0.533399,1.31428,1.31428,1.56293,3.592556118965149,0.5934708714485168,106.005,366.4,4.758441558,366.4,4.758441558,114.8499984741211,0.09638554,2B,/players/luke-keaschall/33321/stats/batting,8,AL,Luke Keaschall,807712,33321,33321
PIT,Pirates,99,357,399,86,51,18,1,17,50,51,37,1,102,3,2,0,,2,1,0.241844,0.31726,0.437942,0.755202,0.326952,0.0930486,0.255999,0.363472,0.196099,3.18278,0.289715,0.0,,51.6647,4.50353,-2.30778,-0.467026,-0.467026,1.56092,3.1634440422058105,-1.199177622795105,107.674,463.3,4.679797979,463.3,4.679797979,187.57000732421875,0.06134969,2B,/players/brandon-lowe/18882/stats/batting,27,NL,Brandon Lowe,664040,18882,18882
ARI,Diamondbacks,99,365,398,94,64,17,1,12,43,54,27,2,60,3,3,0,,2,1,0.258076,0.313718,0.40456,0.718278,0.31124,0.0685367,0.150528,0.45531,0.146485,3.05283,0.279187,0.0,,46.4794,-0.586948,2.37807,-0.483086,-0.483086,1.55126,-1.5167811512947083,3.4133981466293335,97.8105,420.2,4.244444444,420.2,4.244444444,638.0599975585938,0.02919708,3B,/players/nolan-arenado/9777/stats/batting,15,NL,Nolan Arenado,571448,9777,9777
BAL,Orioles,105,363,404,82,46,19,1,15,47,54,34,1,112,5,3,0,,3,1,0.225374,0.29857,0.412068,0.710638,0.308283,0.0845125,0.277133,0.304953,0.186694,4.02703,0.279448,0.0,,46.1797,-1.56561,2.45444,-0.468318,-0.468318,1.5506,-1.2528040707111359,2.4875328317284584,98.3528,417.9,3.98,417.9,3.98,459.1600036621094,0.08928571,1B/3B,/players/coby-mayo/28312/stats/batting,2,AL,Coby Mayo,691723,28312,28312
CHW,White Sox,110,389,451,92,54,22,2,14,64,50,54,0,82,5,3,0,,7,1,0.235831,0.334239,0.409222,0.743461,0.326543,0.119292,0.182739,0.652799,0.173391,5.21225,0.263316,0.0,,58.2056,4.93707,-4.78685,0.15421,0.15421,1.54624,5.058628469705582,-5.476907849311829,109.23,520.5,4.731818181,520.5,4.731818181,303.0899963378906,0.0441989,3B,/players/miguel-vargas/20178/stats/batting,4,AL,Miguel Vargas,678246,20178,20178
KCR,Royals,112,407,458,100,65,17,3,15,54,59,46,1,123,2,3,1,,5,1,0.245445,0.32215,0.413107,0.735256,0.320512,0.0994665,0.269009,0.369752,0.167662,4.72449,0.311653,0.0,,56.887,2.77271,-0.133862,0.0780155,0.0780155,1.54316,1.3280027881264687,-2.0229790955781937,102.316,511.1,4.563392857,511.1,4.563392857,999.0,0.48979592,C/DH,/players/carter-jensen/29478/stats/batting,7,AL,Carter Jensen,695600,29478,29478
NYY,Yankees,101,287,327,65,43,13,1,7,40,33,29,0,79,7,2,2,,33,9,0.226641,0.311858,0.356584,0.668442,0.297973,0.0894954,0.242725,0.368711,0.129943,6.5439,0.285362,0.0,,34.5882,-3.99904,0.196148,2.49383,2.49383,1.53802,-0.99560546875,4.777525290846825,90.9343,331.7,3.284158415,331.7,3.284158415,200.02999877929688,0.01058201,2B/SS,/players/jose-caballero/23401/stats/batting,9,AL,José Caballero,676609,23401,23401
COL,Rockies,109,411,443,105,65,26,3,12,51,49,23,0,112,3,3,3,,6,3,0.256218,0.298713,0.419389,0.718101,0.309833,0.0521704,0.252366,0.206725,0.163171,4.71628,0.321589,0.0,,51.1518,-1.15814,4.50052,-0.565565,-0.565565,1.52313,-8.867561221122742,9.011366367340088,84.1778,463.3,4.250458715,463.3,4.250458715,209.22999572753906,0.0,SS,/players/ezequiel-tovar/24064/stats/batting,19,NL,Ezequiel Tovar,678662,24064,24064
COL,Rockies,84,288,326,74,48,15,3,9,45,41,25,0,88,7,2,4,,5,2,0.258127,0.331436,0.420445,0.751881,0.328451,0.0767809,0.270148,0.284218,0.162318,5.86176,0.339741,0.0,,42.657,4.08089,1.882,-0.279367,-0.279367,1.52307,-1.4667315781116486,5.480762720108032,96.9314,371.5,4.422619047,371.5,4.422619047,999.0,0.0,2B/SS,/players/ryan-ritter/31500/stats/batting,19,NL,Ryan Ritter,690022,31500,31500
NYY,Yankees,116,383,435,80,50,15,1,14,46,49,47,1,140,3,2,0,,3,2,0.208958,0.299169,0.362704,0.661873,0.292282,0.109127,0.32194,0.338968,0.153746,2.84523,0.285663,0.0,,44.0763,-7.33904,6.06392,-0.982816,-0.982816,1.52297,-7.642834782600403,7.537486672401428,87.0141,395.9,3.412931034,395.9,3.412931034,732.8599853515625,0.00531915,3B,/players/ryan-mcmahon/15112/stats/batting,9,AL,Ryan McMahon,641857,15112,15112
PIT,Pirates,109,348,394,95,65,17,1,12,48,48,39,3,76,4,3,0,,3,1,0.274531,0.352441,0.431456,0.783897,0.340566,0.0990897,0.193647,0.511703,0.156925,3.20976,0.318292,0.0,,55.3647,8.80204,0.218506,-0.474604,-0.474604,1.51322,7.465458571910858,-5.798636019229889,117.0,483.7,4.437614678,483.7,4.437614678,285.44000244140625,0.27368421,1B/DH,/players/ryan-ohearn/16442/stats/batting,27,NL,Ryan O'Hearn,656811,16442,16442
CHC,Cubs,110,364,408,90,58,17,3,12,52,50,35,0,79,5,3,1,,15,5,0.248843,0.321493,0.414567,0.736061,0.321128,0.0868278,0.192764,0.450436,0.165724,5.95534,0.28347,0.0,,50.8404,2.67206,0.950116,0.542454,0.542454,1.51156,4.098801672458649,-2.9008058309555054,107.361,453.7,4.124545454,453.7,4.124545454,336.67999267578125,0.03144654,3B,/players/matt-shaw/33322/stats/batting,17,NL,Matt Shaw,807713,33322,33322
PHI,Phillies,108,401,440,98,59,20,1,19,53,62,32,1,113,5,3,0,,8,3,0.245257,0.306548,0.439658,0.746206,0.321654,0.0716458,0.256566,0.279249,0.194401,4.50579,0.292883,0.0,,55.0759,3.07251,2.53669,-0.140832,-0.140832,1.50933,2.111392170190811,-2.0160908699035645,104.318,507.9,4.702777777,507.9,4.702777777,213.99000549316406,0.03012048,OF,/players/adolis-garcia/19287/stats/batting,26,NL,Adolis García,666969,19287,19287
TOR,Blue Jays,85,267,298,72,51,14,1,5,35,38,23,1,47,4,2,2,,3,3,0.267957,0.332435,0.390858,0.723293,0.317213,0.0775208,0.156504,0.495327,0.122901,3.78773,0.304464,0.0,,36.2461,1.00684,6.50383,-1.00806,-1.00806,1.49863,0.2797740697860718,4.093261480331421,103.664,307.8,3.62117647,307.8,3.62117647,999.0,0.00549451,OF,/players/nathan-lukes/18123/stats/batting,14,AL,Nathan Lukes,664770,18123,18123
PIT,Pirates,90,312,336,88,67,17,2,3,37,30,18,0,57,3,2,1,,14,3,0.281657,0.324872,0.373767,0.698639,0.306375,0.0525827,0.170024,0.309267,0.0921104,5.99993,0.335266,0.0,,37.8975,-1.82313,7.21628,0.834454,0.834454,1.49131,-1.7239916324615479,5.10504937171936,93.5786,350.9,3.898888888,350.9,3.898888888,672.4199829101562,0.00609756,OF,/players/jake-mangum/26202/stats/batting,27,NL,Jake Mangum,663968,26202,26202
ATL,Braves,104,325,373,74,43,18,2,12,50,40,42,1,91,3,2,1,,3,1,0.228349,0.320757,0.406291,0.727048,0.317595,0.112196,0.24254,0.462585,0.177942,4.55813,0.276736,0.0,,45.4832,1.37593,4.90866,-0.484406,-0.484406,1.47112,0.6999694108963013,1.2473924160003662,102.677,403.7,3.881730769,403.7,3.881730769,656.0999755859375,0.02116402,OF,/players/mike-yastrzemski/14854/stats/batting,16,NL,Mike Yastrzemski,573262,14854,14854
HOU,Astros,96,323,359,80,52,17,2,9,43,43,26,1,101,6,2,2,,8,3,0.249141,0.314537,0.39748,0.712017,0.310747,0.0723988,0.280846,0.257789,0.148339,5.32344,0.332206,0.0,,41.7459,-0.672879,4.48445,-0.273066,-0.273066,1.46901,-0.6196849942207336,2.609926462173462,99.1808,373.1,3.886458333,373.1,3.886458333,746.02001953125,0.0,OF,/players/joey-loperfido/29630/stats/batting,21,AL,Joey Loperfido,694388,29630,29630
PHI,Phillies,98,377,415,107,80,18,4,5,60,41,29,0,83,2,2,5,,21,6,0.283706,0.337526,0.389744,0.727269,0.319417,0.0706557,0.199366,0.354402,0.106038,6.89558,0.35044,0.0,,51.2304,2.14581,-3.19049,0.881604,0.881604,1.46746,2.253167152404785,-1.7444556951522827,102.786,460.3,4.696938775,460.3,4.696938775,999.0,0.0,OF,/players/justin-crawford/31791/stats/batting,26,NL,Justin Crawford,702222,31791,31791
HOU,Astros,106,407,455,107,71,21,1,14,60,47,41,3,81,4,2,0,,8,4,0.262179,0.333857,0.418759,0.752617,0.32714,0.0899071,0.177512,0.506484,0.156581,3.9672,0.29544,0.0,,58.9484,5.20174,-7.07645,-0.673268,-0.673268,1.45765,4.941859006881714,-6.365412652492523,110.474,529.4,4.994339622,529.4,4.994339622,116.5199966430664,0.2628866,2B,/players/jose-altuve/5417/stats/batting,21,AL,Jose Altuve,514888,5417,5417
BOS,Red Sox,86,289,324,66,41,16,0,9,33,34,30,1,88,3,2,1,,2,1,0.227214,0.304985,0.371058,0.676044,0.29771,0.0933514,0.27045,0.34517,0.143844,2.55294,0.294011,0.0,,34.2923,-4.04191,2.65232,-0.391856,-0.391856,1.45758,-5.963430225849152,9.0329430103302,85.4293,311.6,3.623255813,311.6,3.623255813,443.010009765625,0.01481481,C,/players/carlos-narvaez/19722/stats/batting,3,AL,Carlos Narváez,665966,19722,19722
KCR,Royals,105,377,421,97,60,18,1,18,55,54,36,1,94,6,2,0,,3,1,0.258855,0.331999,0.456637,0.788635,0.340336,0.0851089,0.222615,0.382314,0.197782,3.6056,0.297779,0.0,,59.072,9.32525,-2.43719,-0.603366,-0.603366,1.45678,7.322057366371155,-7.587906360626221,115.972,522.2,4.973333333,522.2,4.973333333,164.58999633789062,0.1122449,OF,/players/jac-caglianone/35041/stats/batting,7,AL,Jac Caglianone,695506,35041,35041
PHI,Phillies,108,409,447,108,75,21,1,11,47,58,30,1,70,4,4,0,,2,1,0.264312,0.318404,0.400579,0.718983,0.312549,0.0667173,0.156277,0.426916,0.136267,3.1946,0.292996,0.0,,52.6813,-0.183759,-0.701427,-0.584026,-0.584026,1.45256,-1.6016626954078674,0.8992341160774231,98.0809,468.8,4.34074074,468.8,4.34074074,239.8699951171875,0.0,3B,/players/alec-bohm/21618/stats/batting,26,NL,Alec Bohm,664761,21618,21618
KCR,Royals,102,285,318,72,49,13,3,6,40,30,20,0,62,4,2,7,,8,3,0.250873,0.307069,0.386463,0.693532,0.30325,0.0616546,0.195925,0.314685,0.13559,6.60112,0.299078,0.0,,35.0851,-2.53472,5.33277,-0.00807117,-0.00807117,1.44648,-3.6013760454952717,6.770704984664917,90.4244,308.2,3.021568627,308.2,3.021568627,999.0,0.0,OF,/players/kyle-isbel/21614/stats/batting,7,AL,Kyle Isbel,664728,21614,21614
STL,Cardinals,84,276,301,63,43,12,1,8,27,33,18,1,79,3,2,2,,2,0,0.228462,0.280977,0.359269,0.640246,0.279626,0.0595698,0.261238,0.228029,0.130807,3.16501,0.288805,0.0,,27.4219,-8.17712,5.4931,-0.0814676,-0.0814676,1.44538,-7.478029258549213,11.571769714355469,79.2862,259.3,3.086904761,259.3,3.086904761,748.2899780273438,0.0,C,/players/pedro-pages/25782/stats/batting,28,NL,Pedro Pagés,686780,25782,25782
LAD,Dodgers,107,394,453,88,56,19,1,12,55,49,49,1,124,5,3,2,,10,3,0.224173,0.316025,0.368771,0.684796,0.30356,0.107658,0.27355,0.393558,0.144597,4.59458,0.292011,0.0,,49.9957,-3.48944,0.734613,0.0711967,0.0711967,1.44417,-3.124721385538578,2.165544331073761,94.043,445.0,4.158878504,445.0,4.158878504,999.0,0.0,2B/3B,/players/alex-freeland/31665/stats/batting,22,NL,Alex Freeland,690976,31665,31665
HOU,Astros,86,265,296,65,46,12,1,6,34,27,24,0,63,4,2,1,,7,3,0.244419,0.313278,0.366279,0.679557,0.300253,0.0799385,0.212545,0.376102,0.12186,5.08647,0.296796,0.0,,31.8831,-3.07532,5.9,-0.265403,-0.265403,1.4439,-3.0718441009521484,6.991865038871765,91.9519,284.8,3.311627906,284.8,3.311627906,738.1500244140625,0.0,OF,/players/jake-meyers/20308/stats/batting,21,AL,Jake Meyers,676694,20308,20308
