Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,Player,xMLBAMID,playerids,playerid
CLE,Guardians,77,269,306,57,32,13,1,11,34,35,32,0,74,2,2,1,,2,1,0.211795,0.297647,0.384534,0.68218,0.298971,0.105142,0.240538,0.437114,0.172739,3.33733,0.248179,-0.0388783,,32.6335,-3.4965,-0.429229,-0.414401,-0.45328,1.30766,-3.4523246586322784,5.5429931581020355,91.6784,300.0,3.896103896,300.0,3.896103896,574.2899780273438,0.0,C,/players/bo-naylor/21865/stats/batting,5.0,AL,Bo Naylor,666310,21865,21865
SFG,Giants,107,415,461,107,70,20,1,15,54,56,35,2,113,7,3,1,,4,2,0.257803,0.32391,0.423464,0.747375,0.324078,0.0764852,0.245855,0.311098,0.165662,3.69801,0.316433,-0.133779,,58.5476,4.12216,-2.07618,-0.62092,-0.754699,1.30717,4.694776117801666,-7.252104759216309,109.982,516.9,4.830841121,516.9,4.830841121,218.8000030517578,0.01595745,OF,/players/heliot-ramos/22515/stats/batting,30.0,NL,Heliot Ramos,671218,22515,22515
SDP,Padres,64,227,255,57,37,11,0,9,31,32,24,0,52,2,2,1,,1,0,0.252392,0.327067,0.422376,0.749444,0.326863,0.0947262,0.20559,0.460753,0.169984,2.72707,0.289503,0.0758874,,32.9948,2.85921,-1.64478,-0.335318,-0.259431,1.29731,3.741378217935562,2.580372929573059,113.235,288.6,4.509375,288.6,4.509375,999.0,0.36,C,/players/luis-campusano/22217/stats/batting,29.0,NL,Luis Campusano,669134,22217,22217
STL,Cardinals,70,253,277,58,39,11,1,8,27,30,18,1,71,3,2,2,,2,0,0.229514,0.285637,0.366144,0.651781,0.284678,0.0645332,0.256958,0.251143,0.13663,3.21748,0.286499,-0.27072,,26.3794,-6.3897,2.10282,-0.175839,-0.446559,1.29366,-6.117749363183975,7.519485950469971,82.7465,251.4,3.591428571,251.4,3.591428571,748.2899780273438,0.0,C,/players/pedro-pages/25782/stats/batting,28.0,NL,Pedro Pagés,686780,25782,25782
COL,Rockies,99,394,429,96,63,18,2,13,52,47,29,0,117,2,3,2,,17,4,0.242909,0.296968,0.396032,0.693001,0.301449,0.0676282,0.27367,0.247116,0.153123,6.21773,0.311592,0.202038,,46.6693,-4.04445,6.31264,1.21164,1.41368,1.28676,-9.5566326379776,7.8455058336257935,78.4344,443.5,4.479797979,443.5,4.479797979,166.25,0.02409639,OF,/players/brenton-doyle/25479/stats/batting,19.0,NL,Brenton Doyle,686668,25479,25479
KCR,Royals,92,360,399,89,61,17,4,8,47,39,25,0,79,5,3,6,,10,3,0.24736,0.303589,0.379477,0.683066,0.298962,0.0634756,0.198779,0.319328,0.132117,5.93356,0.294636,0.453123,,42.561,-4.56353,2.59078,0.104885,0.558007,1.2712,-5.331557095050812,4.015161037445068,87.4707,386.3,4.198913043,386.3,4.198913043,999.0,0.0,OF,/players/kyle-isbel/21614/stats/batting,7.0,AL,Kyle Isbel,664728,21614,21614
BAL,Orioles,92,348,399,82,51,13,1,18,51,52,43,2,110,5,3,0,,4,1,0.235644,0.326557,0.429966,0.756523,0.328245,0.107705,0.276571,0.389429,0.194322,4.04984,0.289547,0.0069225,,52.0432,4.91867,-1.36,-0.201241,-0.194319,1.26863,5.495309516787529,-6.8368470668792725,112.104,472.6,5.136956521,472.6,5.136956521,477.6400146484375,0.21212121,OF,/players/tyler-oneill/15711/stats/batting,2.0,AL,Tyler O'Neill,641933,15711,15711
PHI,Phillies,113,443,489,106,64,21,1,20,58,67,36,1,126,6,3,0,,8,3,0.239886,0.303252,0.430648,0.7339,0.316819,0.074045,0.258571,0.286363,0.190762,4.19144,0.286828,0.0137215,,59.2377,1.49364,0.694829,-0.150858,-0.137137,1.24544,0.44566065073013306,-4.54128235578537,101.006,538.0,4.761061946,538.0,4.761061946,213.99000549316406,0.03030303,OF,/players/adolis-garcia/19287/stats/batting,26.0,NL,Adolis García,666969,19287,19287
MIN,Twins,106,419,457,103,70,18,1,13,49,53,31,1,79,3,3,1,,4,2,0.246541,0.301015,0.391055,0.69207,0.301406,0.0676265,0.172527,0.391976,0.144514,3.74195,0.273188,-0.344623,,49.6838,-4.32299,-3.12053,-0.541108,-0.885732,1.22093,-5.511591911315918,1.69706392288208,91.4132,441.9,4.168867924,441.9,4.168867924,542.5700073242188,0.00534759,SS,/players/brooks-lee/31595/stats/batting,8.0,AL,Brooks Lee,686797,31595,31595
BAL,Orioles,94,349,389,83,49,16,0,18,46,53,33,2,96,3,3,0,,1,1,0.237858,0.307473,0.439244,0.746717,0.321042,0.0843366,0.248019,0.34004,0.201386,2.40556,0.274532,-0.00541246,,48.4306,2.51975,-1.38126,-0.579255,-0.584667,1.21832,2.6861850023269653,-3.467681407928467,107.142,438.5,4.664893617,438.5,4.664893617,160.94000244140625,0.25,C/DH,/players/samuel-basallo/28824/stats/batting,2.0,AL,Samuel Basallo,694212,28824,28824
PIT,Pirates,119,450,513,113,73,22,3,15,59,61,52,2,127,7,3,0,,4,1,0.251286,0.335266,0.411749,0.747015,0.325862,0.101164,0.24701,0.409555,0.160464,4.10842,0.315,0.00677339,,65.9254,5.33239,-3.0271,-0.609649,-0.602876,1.20312,3.6077953577041626,-8.9196937084198,106.928,586.5,4.928571428,586.5,4.928571428,204.72000122070312,0.203125,OF,/players/bryan-reynolds/19326/stats/batting,27.0,NL,Bryan Reynolds,668804,19326,19326
MIA,Marlins,100,390,433,96,61,21,1,13,51,49,33,0,118,5,3,1,,8,3,0.245414,0.310647,0.401018,0.711665,0.310818,0.0764176,0.272653,0.280274,0.155604,4.65865,0.316523,-0.197264,,50.3211,-0.785722,0.740794,-0.0972418,-0.294506,1.17509,-1.7482348084449768,-1.1650704145431519,97.1642,457.2,4.572,457.2,4.572,728.1400146484375,0.07826087,3B,/players/connor-norby/29592/stats/batting,20.0,NL,Connor Norby,681393,29592,29592
CLE,Guardians,89,329,385,72,46,16,2,8,47,39,46,1,109,5,2,1,,7,2,0.217953,0.321732,0.351622,0.673354,0.300889,0.120695,0.282502,0.427235,0.133669,5.4623,0.296873,0.0,,41.6457,-3.79905,1.56283,-0.16556,-0.16556,1.16795,-3.338908299803734,1.5031108856201172,92.9996,367.9,4.133707865,367.9,4.133707865,999.0,0.0,2B,/players/travis-bazzana/34967/stats/batting,5.0,AL,Travis Bazzana,683953,34967,34967
LAA,Angels,108,404,468,105,75,19,1,11,54,50,52,2,66,7,3,2,,4,1,0.260985,0.352753,0.392974,0.745727,0.329548,0.111249,0.140906,0.789525,0.131989,3.20821,0.285746,-0.594126,,61.594,6.26992,-1.02532,-0.553315,-1.14744,1.15878,4.580334186553955,-9.38642930984497,110.379,530.0,4.907407407,530.0,4.907407407,594.6599731445312,0.0,1B,/players/nolan-schanuel/33189/stats/batting,1.0,AL,Nolan Schanuel,694384,33189,33189
HOU,Astros,108,415,468,98,64,20,2,12,53,51,43,0,123,6,3,1,,8,2,0.236941,0.315565,0.381974,0.69754,0.307097,0.0921645,0.263687,0.349523,0.145033,4.79395,0.305516,0.256321,,53.0592,-2.26484,1.54023,0.017416,0.273737,1.15094,-1.565585047006607,-3.317172884941101,96.667,472.6,4.375925925,472.6,4.375925925,341.8699951171875,0.00606061,OF,/players/cam-smith/35108/stats/batting,21.0,AL,Cam Smith,701358,35108,35108
SDP,Padres,69,248,274,59,41,11,0,6,29,28,20,1,55,3,2,2,,1,1,0.236489,0.298068,0.351556,0.649624,0.286007,0.0736159,0.201932,0.364557,0.115067,2.56,0.280195,0.076806,,26.3861,-6.02352,1.58127,-0.538544,-0.461738,1.14455,-5.25751331448555,6.938520789146423,85.2479,238.8,3.460869565,238.8,3.460869565,735.3099975585938,0.03816794,C,/players/freddy-fermin/21840/stats/batting,29.0,NL,Freddy Fermin,666023,21840,21840
HOU,Astros,66,254,284,62,44,12,1,6,32,27,23,0,60,4,2,1,,8,3,0.245377,0.316056,0.36915,0.685206,0.302772,0.0825692,0.210583,0.392098,0.123773,5.09881,0.296824,0.116754,,31.2163,-2.37335,2.37841,-0.0814353,0.0353187,1.13653,-2.079684130847454,3.3936842679977417,93.6876,277.9,4.21060606,277.9,4.21060606,738.1500244140625,0.0,OF,/players/jake-meyers/20308/stats/batting,21.0,AL,Jake Meyers,676694,20308,20308
STL,Cardinals,66,243,286,60,39,12,1,8,36,29,38,1,58,2,2,1,,4,1,0.246362,0.350973,0.403926,0.7549,0.332088,0.1334,0.201253,0.662845,0.157564,4.107,0.287931,0.252881,,38.2771,4.42707,-0.749786,-0.253738,-0.000857192,1.13019,5.168430489720777,-3.6587368845939636,115.224,333.5,5.053030303,333.5,5.053030303,745.989990234375,0.01388889,OF,/players/lars-nootbaar/21454/stats/batting,28.0,NL,Lars Nootbaar,663457,21454,21454
BAL,Orioles,78,296,337,67,42,14,1,11,40,39,33,1,105,5,2,1,,8,2,0.227236,0.313032,0.390449,0.703482,0.308656,0.0992575,0.31279,0.317329,0.163214,4.60384,0.308952,0.156927,,38.6197,-1.20379,-1.08344,0.0961794,0.253107,1.12051,-0.2991686165332794,-0.36121565103530884,98.6097,352.5,4.519230769,352.5,4.519230769,251.72000122070312,0.01724138,OF,/players/colton-cowser/29591/stats/batting,2.0,AL,Colton Cowser,681297,29591,29591
LAD,Dodgers,48,167,192,39,23,7,0,9,25,27,20,0,53,4,1,0,,1,0,0.23404,0.327577,0.436855,0.764432,0.332447,0.10233,0.27712,0.369263,0.202815,3.03247,0.286758,-0.0220619,,25.7026,3.02213,-0.301224,-0.229928,-0.251989,1.11678,2.8946076929569244,2.5676029324531555,113.831,230.2,4.795833333,230.2,4.795833333,745.8300170898438,0.04761905,C,/players/dalton-rushing/31382/stats/batting,22.0,NL,Dalton Rushing,687221,31382,31382
ATL,Braves,93,348,401,79,47,18,2,13,50,44,46,2,97,4,2,2,,4,1,0.227172,0.320633,0.399332,0.719965,0.314857,0.113421,0.240936,0.470752,0.17216,4.55832,0.27488,-0.00075787,,48.0078,0.587199,1.84311,-0.397399,-0.398157,1.1138,-0.016906261444091797,-2.456894040107727,100.802,435.0,4.677419354,435.0,4.677419354,656.0999755859375,0.02139037,OF,/players/mike-yastrzemski/14854/stats/batting,16.0,NL,Mike Yastrzemski,573262,14854,14854
ATL,Braves,79,277,320,60,35,12,1,11,36,37,34,1,86,6,2,1,,1,0,0.21596,0.312384,0.388475,0.700859,0.308552,0.1046,0.268144,0.390089,0.172515,2.68408,0.265939,-0.118544,,36.6897,-1.17148,0.03314,-0.442568,-0.561111,1.11,-1.897026002407074,1.327121291309595,96.4824,324.8,4.111392405,324.8,4.111392405,746.0599975585938,0.08433735,C,/players/sean-murphy/19352/stats/batting,16.0,NL,Sean Murphy,669221,19352,19352
STL,Cardinals,104,397,449,88,52,15,1,20,52,60,46,2,140,2,4,0,,3,1,0.221528,0.302681,0.413482,0.716163,0.310247,0.1031,0.312069,0.330377,0.191955,3.0766,0.282947,-0.817295,,52.0735,-1.02455,0.855096,-0.490525,-1.30782,1.09622,-1.1681157052516937,-3.0770029425621033,100.262,479.9,4.614423076,479.9,4.614423076,653.1400146484375,0.22535211,2B,/players/nolan-gorman/22263/stats/batting,28.0,NL,Nolan Gorman,669357,22263,22263
MIN,Twins,111,418,479,104,68,19,1,16,54,58,53,1,90,4,3,0,,1,1,0.248484,0.337369,0.413037,0.750406,0.328887,0.111344,0.18697,0.595518,0.164553,2.10355,0.27839,-0.809721,,62.8032,6.1619,-0.455296,-1.11274,-1.92246,1.08719,3.921799659729004,-9.811777830123901,110.344,545.7,4.916216216,545.7,4.916216216,636.3300170898438,0.74691358,1B/DH,/players/josh-bell/13145/stats/batting,8.0,AL,Josh Bell,605137,13145,13145
MIA,Marlins,92,334,388,86,62,14,1,9,42,46,41,1,54,9,4,1,,2,0,0.256898,0.350243,0.381749,0.731992,0.325238,0.106063,0.140409,0.755385,0.124851,3.1315,0.281284,-0.113227,,49.6515,3.83548,-1.61715,-0.447385,-0.560612,1.08602,2.6760141253471375,-5.087829828262329,107.043,432.3,4.698913043,432.3,4.698913043,748.5399780273438,0.19148936,C,/players/liam-hicks/29844/stats/batting,20.0,NL,Liam Hicks,689414,29844,29844
DET,Tigers,89,348,385,86,50,14,4,18,47,58,28,1,97,5,3,1,,2,1,0.247337,0.310372,0.465797,0.776169,0.331692,0.072657,0.252249,0.288036,0.21846,4.08395,0.287631,-0.129568,,51.2645,5.81971,-0.702084,-0.65344,-0.783008,1.0818,5.01176130771637,-7.689584672451019,112.783,466.2,5.238202247,466.2,5.238202247,236.22000122070312,0.35897436,DH/OF,/players/kerry-carpenter/25961/stats/batting,6.0,AL,Kerry Carpenter,681481,25961,25961
MIL,Brewers,88,330,379,85,58,14,1,12,49,48,44,4,93,3,2,0,,11,3,0.256599,0.346586,0.413917,0.760504,0.330526,0.115829,0.246068,0.470722,0.157318,5.25355,0.320889,0.496957,,50.1913,5.37959,-0.0140823,0.450382,0.947339,1.06189,6.683186233043671,-8.929359821602702,112.761,458.6,5.211363636,458.6,5.211363636,127.22000122070312,0.87116564,OF,/players/christian-yelich/11477/stats/batting,23.0,NL,Christian Yelich,592885,11477,11477
CHW,White Sox,62,218,252,53,37,9,0,7,28,26,29,0,64,3,2,1,,3,1,0.243127,0.336257,0.379433,0.71569,0.317933,0.115,0.251991,0.456366,0.136305,3.66071,0.310026,-0.145564,,30.8099,0.999178,-1.06444,-0.239253,-0.384818,1.05811,0.5960857272148132,0.8614869117736816,103.299,269.6,4.348387096,269.6,4.348387096,266.8800048828125,0.18421053,C,/players/kyle-teel/33549/stats/batting,4.0,AL,Kyle Teel,691019,33549,33549
LAD,Dodgers,78,306,337,75,50,15,1,9,38,39,24,0,60,4,2,1,,6,1,0.245909,0.305933,0.391447,0.697379,0.304773,0.0707001,0.17745,0.398422,0.145537,4.63873,0.276012,0.193019,,37.5571,-2.26643,-0.401276,0.11855,0.311569,1.05647,-1.7363076210021973,0.8425508439540863,94.8734,340.4,4.364102564,340.4,4.364102564,730.1199951171875,0.00952381,2B,/players/tommy-edman/19470/stats/batting,22.0,NL,Tommy Edman,669242,19470,19470
TOR,Blue Jays,79,308,343,76,47,15,1,12,42,44,29,1,79,3,3,1,,7,2,0.246755,0.314066,0.423593,0.737659,0.318845,0.0839088,0.229928,0.364935,0.176838,4.69513,0.290271,-0.0329536,,42.0979,1.61065,0.287984,0.131274,0.0983207,1.05318,2.0318194553256035,-3.5438065826892853,104.788,383.3,4.851898734,383.3,4.851898734,617.4299926757812,0.04469274,OF,/players/jesus-sanchez/19913/stats/batting,14.0,AL,Jesús Sánchez,660821,19913,19913
LAA,Angels,112,442,485,104,61,18,1,24,56,72,31,1,128,8,3,1,,7,3,0.235588,0.295731,0.444382,0.740114,0.318227,0.0642377,0.263886,0.24343,0.208794,3.81939,0.272621,-0.113499,,59.3363,2.03633,-2.75661,-0.461664,-0.575164,1.03675,0.8996559381484985,-7.474661111831665,102.58,545.8,4.873214285,545.8,4.873214285,120.33000183105469,0.01522843,OF,/players/jo-adell/20220/stats/batting,1.0,AL,Jo Adell,666176,20220,20220
TBR,Rays,98,392,425,113,96,12,4,1,52,31,24,0,44,1,3,4,,38,9,0.287191,0.327772,0.345292,0.673065,0.29766,0.0571299,0.103922,0.549738,0.058101,7.32269,0.319266,0.486951,,44.856,-5.3063,1.82488,3.06069,3.54764,1.01931,-2.102160692214966,-2.561998963356018,88.7087,429.8,4.385714285,429.8,4.385714285,180.19000244140625,0.02054795,OF,/players/chandler-simpson/31912/stats/batting,12.0,AL,Chandler Simpson,802415,31912,31912
MIN,Twins,84,301,342,74,54,11,0,8,32,37,28,0,60,9,3,0,,1,0,0.244366,0.323195,0.363263,0.686458,0.305154,0.0808766,0.175476,0.460898,0.118898,2.25345,0.277157,-0.617962,,38.1905,-2.19234,-0.179456,-0.478282,-1.09624,1.01696,-3.515045642852783,1.5126736164093018,93.9953,333.4,3.969047619,333.4,3.969047619,681.02001953125,0.26890756,C,/players/victor-caratini/14968/stats/batting,8.0,AL,Victor Caratini,605170,14968,14968
CIN,Reds,99,379,427,88,49,16,0,24,54,65,38,1,129,7,3,0,,2,1,0.233398,0.313162,0.465274,0.778435,0.334752,0.0897798,0.301931,0.297352,0.231876,2.7148,0.282572,-0.786165,,57.9635,7.52033,-0.0644906,-0.508724,-1.29489,1.01267,3.775402784347534,-8.0891822129488,110.021,521.8,5.27070707,521.8,5.27070707,97.91999816894531,0.12365591,3B,/players/eugenio-suarez/12552/stats/batting,18.0,NL,Eugenio Suárez,553993,12552,12552
NYY,Yankees,78,293,337,61,38,11,0,11,36,37,39,1,109,2,2,1,,2,1,0.206475,0.302264,0.360036,0.6623,0.293203,0.115968,0.321931,0.360228,0.153561,2.90408,0.28208,0.0492064,,34.3912,-5.43236,2.4355,-0.641686,-0.59248,0.9978,-5.498910963535309,3.6391998529434204,87.6486,307.9,3.947435897,307.9,3.947435897,732.8599853515625,0.00537634,3B,/players/ryan-mcmahon/15112/stats/batting,9.0,AL,Ryan McMahon,641857,15112,15112
NYM,Mets,78,297,337,73,45,13,0,14,40,44,34,1,68,2,2,1,,3,1,0.243927,0.324875,0.431908,0.756783,0.328726,0.101903,0.202586,0.503013,0.187981,2.73822,0.26936,-0.146357,,44.1116,4.28811,-0.00577957,-0.466432,-0.612789,0.994787,5.009113967418671,-6.505779572762549,114.074,392.0,5.025641025,392.0,5.025641025,209.42999267578125,0.68493151,2B/SS,/players/jorge-polanco/13152/stats/batting,25.0,NL,Jorge Polanco,593871,13152,13152
TEX,Rangers,117,467,506,112,66,22,1,24,58,73,28,1,130,7,3,0,,1,1,0.240072,0.291166,0.442065,0.73323,0.314705,0.0547917,0.257935,0.212425,0.201992,2.62611,0.279795,-0.12473,,60.4124,0.677151,0.56956,-0.71379,-0.838519,0.989618,0.7926867604255676,-8.538464665412903,102.738,559.4,4.781196581,559.4,4.781196581,236.72000122070312,0.07518797,1B/3B,/players/jake-burger/22275/stats/batting,13.0,AL,Jake Burger,669394,22275,22275
STL,Cardinals,107,416,461,103,66,20,1,16,52,57,36,1,126,5,3,0,,10,4,0.24632,0.311754,0.41407,0.725824,0.315479,0.0790195,0.273783,0.288621,0.16775,4.49039,0.31284,0.135041,,55.332,0.906509,-2.67979,-0.211112,-0.0760711,0.98035,2.0238005816936493,-7.775464773178101,103.846,505.7,4.726168224,505.7,4.726168224,511.7200012207031,0.00714286,OF,/players/jordan-walker/27475/stats/batting,28.0,NL,Jordan Walker,691023,27475,27475
TBR,Rays,69,249,274,58,41,11,0,6,27,28,16,0,46,5,2,2,,1,1,0.234298,0.292614,0.356713,0.649327,0.286385,0.0575898,0.166238,0.346431,0.122415,2.88518,0.261135,0.0205883,,26.4703,-5.93931,-0.913339,-0.374762,-0.354174,0.976965,-6.5154158771038055,4.443914175033569,80.9417,226.2,3.278260869,226.2,3.278260869,999.0,0.02521008,C,/players/nick-fortes/21538/stats/batting,12.0,AL,Nick Fortes,663743,21538,21538
CHC,Cubs,78,299,332,81,56,15,1,9,38,41,27,1,56,2,2,1,,1,1,0.272174,0.335058,0.422154,0.757212,0.328817,0.0816593,0.169627,0.481406,0.14998,2.99151,0.305568,-0.0943687,,43.4431,4.24538,-0.019991,-0.615169,-0.709538,0.975484,4.255450963973999,-5.757645182311535,112.628,374.5,4.801282051,374.5,4.801282051,594.3599853515625,0.89361702,DH,/players/moises-ballesteros/28820/stats/batting,17.0,NL,Moisés Ballesteros,694208,28820,28820
WSN,Nationals,81,316,351,79,60,14,1,3,38,32,24,0,63,5,2,4,,15,5,0.248622,0.309945,0.332623,0.642568,0.286521,0.0686031,0.179298,0.382621,0.0840004,5.52415,0.298612,0.486318,,33.9277,-7.56536,3.38812,0.251237,0.737555,0.974905,-6.803648889064789,4.642288565635681,81.881,302.4,3.733333333,302.4,3.733333333,746.0700073242188,0.0070922,OF,/players/jacob-young/29931/stats/batting,24.0,NL,Jacob Young,696285,29931,29931
NYM,Mets,43,155,169,37,25,8,1,4,16,19,11,0,38,1,1,1,,1,0,0.239571,0.294701,0.378272,0.672973,0.294212,0.0658217,0.223066,0.295077,0.138701,3.10408,0.288577,-0.0358902,,17.4327,-2.59282,1.9468,-0.266618,-0.302508,0.972437,-2.2246160805225372,5.256988525390625,90.4311,156.6,3.641860465,156.6,3.641860465,999.0,0.01941748,C,/players/luis-torrens/15905/stats/batting,25.0,NL,Luis Torrens,620443,15905,15905
KCR,Royals,87,321,376,76,50,16,3,7,45,37,47,1,84,5,2,1,,11,5,0.236652,0.341347,0.371937,0.713284,0.317881,0.124792,0.222869,0.559932,0.135285,5.59736,0.296348,0.0873583,,45.9442,1.47464,0.494089,-0.305742,-0.218383,0.96517,0.004923507571220398,-3.538317918777466,100.503,396.8,4.56091954,396.8,4.56091954,666.1699829101562,0.02702703,OF,/players/isaac-collins/25477/stats/batting,7.0,AL,Isaac Collins,686555,25477,25477
NYM,Mets,79,308,343,75,49,12,1,12,40,42,30,0,85,2,3,0,,4,1,0.242995,0.311963,0.406594,0.718557,0.313472,0.0862156,0.248813,0.346508,0.163598,4.35275,0.29537,-0.0428963,,40.6032,0.115907,0.260065,-0.204653,-0.247549,0.959725,1.2243820279836655,-3.2507375180721283,103.624,366.1,4.634177215,366.1,4.634177215,292.9200134277344,0.03351955,3B,/players/brett-baty/26123/stats/batting,25.0,NL,Brett Baty,683146,26123,26123
NYY,Yankees,64,241,275,55,37,11,1,6,33,27,26,0,68,6,2,2,,28,8,0.227354,0.313825,0.350936,0.664761,0.296932,0.0927782,0.246028,0.377105,0.123582,6.44551,0.289879,0.0152408,,28.9195,-3.60309,-0.429382,1.98019,1.99543,0.955626,-1.1781435012817383,1.0351239144802094,90.2174,287.8,4.496875,287.8,4.496875,200.02999877929688,0.01069519,2B/SS,/players/jose-caballero/23401/stats/batting,9.0,AL,José Caballero,676609,23401,23401
ARI,Diamondbacks,111,444,481,117,78,23,2,14,51,60,29,1,77,5,3,0,,6,2,0.263188,0.313672,0.417441,0.731113,0.316883,0.0602168,0.160595,0.37496,0.154253,4.01991,0.289108,-0.0962516,,58.3458,1.49517,-0.21507,-0.313952,-0.410203,0.954795,0.5453470945358276,-7.23003913462162,101.676,528.7,4.763063063,528.7,4.763063063,689.0700073242188,0.08633094,OF,/players/lourdes-gurriel-jr/19238/stats/batting,15.0,NL,Lourdes Gurriel Jr.,666971,19238,19238
TEX,Rangers,69,236,272,50,28,11,1,10,30,31,30,0,67,4,2,1,,1,0,0.212144,0.308914,0.39132,0.700234,0.308426,0.109625,0.245147,0.447182,0.179176,2.8146,0.2494,-0.29595,,31.1393,-1.02295,-1.29565,-0.458497,-0.754447,0.945259,-1.2637258768081665,4.020707011222839,98.4126,279.5,4.050724637,279.5,4.050724637,999.0,0.0173913,C,/players/danny-jansen/16535/stats/batting,13.0,AL,Danny Jansen,643376,16535,16535
CIN,Reds,94,329,376,75,47,16,1,12,41,44,40,1,106,4,3,1,,1,1,0.229512,0.317085,0.390546,0.707631,0.310855,0.105483,0.280989,0.375398,0.161034,2.23256,0.296988,-0.169865,,43.7039,-0.670929,-1.18216,-0.716522,-0.886388,0.943838,-3.7126091718673706,3.151176691055298,93.6505,387.0,4.117021276,387.0,4.117021276,294.75,0.15178571,C,/players/tyler-stephenson/17988/stats/batting,18.0,NL,Tyler Stephenson,663886,17988,17988
TEX,Rangers,61,222,242,50,31,10,1,9,25,29,16,0,61,1,2,1,,2,1,0.225981,0.279434,0.391803,0.671237,0.291255,0.0660713,0.252986,0.261166,0.165823,3.4657,0.270314,-0.473362,,24.2973,-4.28084,-0.660054,-0.257874,-0.731236,0.94155,-4.555645227432251,3.8137121200561523,86.5841,229.3,3.759016393,229.3,3.759016393,999.0,0.2,C,/players/kyle-higashioka/5517/stats/batting,13.0,AL,Kyle Higashioka,543309,5517,5517
WSN,Nationals,90,365,390,98,66,19,2,11,47,49,21,1,61,1,3,1,,10,3,0.267674,0.307756,0.418805,0.72656,0.313457,0.054336,0.15694,0.34622,0.15113,4.9035,0.293693,-0.0558941,,46.2307,0.127319,0.202814,-0.0576731,-0.113567,0.93426,0.04059300571680069,-3.8981120586395264,100.333,430.3,4.781111111,430.3,4.781111111,261.8500061035156,0.04878049,2B,/players/luis-garcia-jr/20391/stats/batting,24.0,NL,Luis García Jr.,671277,20391,20391
WSN,Nationals,108,437,468,106,72,20,1,14,50,57,24,1,130,3,3,0,,4,2,0.243196,0.286609,0.386686,0.673296,0.292068,0.0519365,0.276734,0.187677,0.14349,3.87111,0.31239,-0.0669686,,47.3457,-7.97834,0.394755,-0.564,-0.630969,0.928652,-8.577099978923798,2.0669771134853363,85.6811,434.9,4.026851851,434.9,4.026851851,710.1199951171875,0.05882353,3B,/players/brady-house/29993/stats/batting,24.0,NL,Brady House,691781,29993,29993
TOR,Blue Jays,55,199,236,42,24,9,1,8,29,27,33,0,67,3,1,0,,3,1,0.211612,0.328943,0.38459,0.713533,0.31724,0.138538,0.284555,0.48686,0.172978,4.27641,0.273188,-0.0735339,,28.6781,0.80163,0.870416,-0.209594,-0.283128,0.9185,0.7407909333705902,0.1080700159072876,103.682,254.1,4.62,254.1,4.62,999.0,0.01818182,2B/OF,/players/davis-schneider/23565/stats/batting,14.0,AL,Davis Schneider,676914,23565,23565
MIA,Marlins,91,338,374,82,49,19,1,13,46,46,29,1,75,4,2,0,,9,2,0.242594,0.308168,0.417737,0.725906,0.313902,0.077244,0.201479,0.383384,0.175143,5.07345,0.274526,-0.229873,,44.4996,0.257529,-3.08461,0.319922,0.0900492,0.915735,-0.2307005375623703,-3.525968551635742,99.2772,414.7,4.557142857,414.7,4.557142857,86.8499984741211,0.45731707,C/DH,/players/agustin-ramirez/26546/stats/batting,20.0,NL,Agustín Ramírez,682663,26546,26546
CLE,Guardians,94,358,407,82,48,17,1,16,45,52,41,1,103,5,3,0,,1,0,0.229504,0.315556,0.420243,0.735799,0.319696,0.101148,0.252721,0.400236,0.190739,2.91563,0.272936,-0.119052,,50.2731,2.19387,0.881178,-0.440931,-0.559983,0.914157,2.2958598136901855,-7.38039618730545,105.955,446.5,4.75,446.5,4.75,253.4600067138672,0.53658537,1B/DH,/players/kyle-manzardo/29794/stats/batting,5.0,AL,Kyle Manzardo,700932,29794,29794
COL,Rockies,97,388,418,103,60,19,4,20,55,59,22,1,103,4,3,1,,7,3,0.264352,0.308284,0.486186,0.794471,0.338103,0.0530145,0.246284,0.215258,0.221835,5.56053,0.308653,-0.0697137,,57.8982,8.50169,0.0518642,-0.331408,-0.401122,0.913949,1.3545964062213898,-6.338413700461388,103.543,537.6,5.542268041,537.6,5.542268041,245.8300018310547,0.1,OF,/players/mickey-moniak/19956/stats/batting,19.0,NL,Mickey Moniak,666160,19956,19956
WSN,Nationals,104,411,451,108,72,21,6,9,53,51,32,1,81,5,3,1,,10,5,0.26258,0.321054,0.40961,0.730664,0.317435,0.0711607,0.179523,0.396387,0.14703,6.17779,0.305678,0.509043,,54.9537,1.60548,-0.639525,-0.623676,-0.114632,0.913135,1.5219078958034515,-7.627025663852692,103.058,489.5,4.706730769,489.5,4.706730769,206.50999450683594,0.152,OF,/players/daylen-lile/29995/stats/batting,24.0,NL,Daylen Lile,695734,29995,29995
