Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,Player,xMLBAMID,playerids,playerid
PHI,Phillies,6,23,26,5,4,1,0,0,3,2,2,0,6,0,0,0,,0,0,0.221258,0.295998,0.331734,0.627733,0.279094,0.083104,0.24265,0.342485,0.110476,4.76686,0.280238,-0.0112522,,2.32612,-0.708053,-0.0694636,-0.0297367,-0.0409889,0.0391452,-0.7969022840261459,0.4320796728134155,75.163,13.9,2.316666666,13.9,2.316666666,999.0,0.33333333,C,/players/garrett-stubbs/18067/stats/batting,26.0,NL,Garrett Stubbs,596117,18067,18067
TOR,Blue Jays,5,20,22,4,3,1,0,1,3,3,2,0,5,0,0,0,,0,0,0.226068,0.309,0.422007,0.731007,0.316872,0.100101,0.230784,0.433743,0.195939,2.78178,0.253686,-0.0336428,,2.72454,0.0696374,-0.0329114,-0.0292322,-0.062875,0.0376441,0.027932822704315186,-0.4341459609568119,103.429,20.7,4.14,20.7,4.14,748.4199829101562,0.54545455,OF,/players/anthony-santander/14551/stats/batting,14.0,AL,Anthony Santander,623993,14551,14551
PHI,Phillies,4,15,17,3,2,1,0,0,2,2,2,0,4,0,0,0,,1,0,0.22011,0.309568,0.340282,0.64985,0.290898,0.1043,0.263873,0.395267,0.120172,5.54673,0.290467,-0.000855263,,1.68802,-0.303156,0.0,0.032275,0.0314197,0.0366431,-0.30314458161592484,0.10030864179134369,83.2491,12.6,3.15,12.6,3.15,999.0,0.0,SS,/players/aidan-miller/sa3022609/stats/batting,26.0,NL,Aidan Miller,805795,sa3022609,sa3022609
ARI,Diamondbacks,10,40,45,10,6,2,0,1,5,5,4,0,12,1,0,0,,1,0,0.237698,0.315204,0.387221,0.702425,0.308337,0.0855995,0.272766,0.31382,0.149523,4.49998,0.309025,-0.00827368,,5.1772,-0.17345,0.0149386,-0.0105974,-0.0188711,0.0357437,-0.24310833029448986,-0.9149997187778354,95.822,48.1,4.81,48.1,4.81,999.0,0.0,1B,/players/tyler-locklear/31396/stats/batting,15.0,NL,Tyler Locklear,682988,31396,31396
TEX,Rangers,5,20,22,4,3,1,0,0,2,2,2,0,6,0,0,0,,1,0,0.214691,0.278412,0.33907,0.617481,0.272554,0.0768014,0.270742,0.28367,0.124378,5.58962,0.279715,0.0,,1.91605,-0.738848,0.0,0.0231528,0.0231528,0.0349493,-0.6732931267470121,0.24074074625968933,73.7017,13.2,2.64,13.2,2.64,999.0,0.0,2B/SS,/players/cameron-cauley/sa3017167/stats/batting,13.0,AL,Cameron Cauley,695508,sa3017167,sa3017167
TBR,Rays,17,66,74,14,9,3,0,2,8,7,6,0,22,1,1,0,,5,1,0.209023,0.278079,0.344212,0.622291,0.27464,0.0819004,0.304321,0.269125,0.135189,6.50867,0.283795,0.0164121,,6.39969,-2.29511,0.239424,0.365997,0.382409,0.0345346,-1.972242146730423,-0.22554509341716766,72.8508,67.6,3.976470588,67.6,3.976470588,727.5700073242188,0.0,OF,/players/jacob-melton/31661/stats/batting,12.0,AL,Jacob Melton,689200,31661,31661
NYM,Mets,3,10,11,2,1,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.239802,0.323964,0.414166,0.73813,0.322908,0.0969745,0.240834,0.402661,0.174363,4.28382,0.288706,-0.00443167,,1.41732,0.0898707,-0.027499,-0.0113217,-0.0157533,0.0311617,0.11857719160616398,-0.18799278885126114,110.088,4.2,1.4,4.2,1.4,999.0,0.53846154,1B/DH,/players/jared-young/20404/stats/batting,25.0,NL,Jared Young,676724,20404,20404
MIL,Brewers,4,15,17,3,3,1,0,0,2,1,2,0,3,0,0,0,,1,0,0.230986,0.315309,0.323372,0.638681,0.286878,0.0994016,0.200509,0.495747,0.0923859,5.48406,0.284706,-0.00253004,,1.64558,-0.360917,0.0,0.021843,0.0193129,0.030724,-0.3256528414785862,0.06064814701676369,82.8602,12.6,3.15,12.6,3.15,999.0,0.0,OF,/players/luis-lara/sa3018514/stats/batting,23.0,NL,Luis Lara,800325,sa3018514,sa3018514
MIL,Brewers,4,15,17,3,2,1,0,0,2,1,2,0,3,0,0,0,,1,0,0.21911,0.301713,0.315884,0.617597,0.277615,0.0973994,0.196838,0.49482,0.096774,5.27184,0.265153,-0.00253004,,1.51786,-0.48863,0.0,0.0165808,0.0140508,0.0295291,-0.45862726401537657,0.18194444477558136,76.5147,12.6,3.15,12.6,3.15,999.0,0.0,SS,/players/cooper-pratt/sa3022867/stats/batting,23.0,NL,Cooper Pratt,806198,sa3022867,sa3022867
SEA,Mariners,3,10,11,2,2,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.237312,0.319644,0.330419,0.650063,0.291526,0.104799,0.204305,0.512955,0.0931069,4.92298,0.294375,-0.00793846,,1.12237,-0.194869,-0.0420738,0.01109,0.00315155,0.0284951,-0.10332622122950852,-0.0022590309381484985,91.8963,4.2,1.4,4.2,1.4,999.0,0.01428571,3B,/players/miles-mastrobuoni/20017/stats/batting,11.0,AL,Miles Mastrobuoni,670156,20017,20017
,,9,36,39,8,5,2,0,1,5,5,2,0,9,0,0,0,,0,0,0.234217,0.286382,0.401677,0.688059,0.297116,0.0612708,0.222103,0.275867,0.167461,3.39577,0.27128,0.0106054,,4.13723,-0.508846,-0.0687336,-0.0585497,-0.0479442,0.0280252,-0.5679124519228935,-0.4900298938155174,88.8116,30.0,3.333333333,30.0,3.333333333,999.0,0.40983607,OF,/players/randal-grichuk/10243/stats/batting,-1.0,,Randal Grichuk,545341,10243,10243
,,26,100,112,23,15,4,0,4,12,13,10,0,21,1,1,0,,0,0,0.233461,0.30859,0.392434,0.701023,0.307124,0.0880001,0.184318,0.477437,0.158972,2.40755,0.255565,-0.391213,,12.7335,-0.540987,-0.0151633,-0.156455,-0.547668,0.0268376,-1.1204326748847961,-2.4225705806165934,95.6865,111.0,4.269230769,111.0,4.269230769,999.0,0.72173913,1B,/players/wilmer-flores/5827/stats/batting,,,Wilmer Flores,527038,5827,5827
NYY,Yankees,5,20,22,4,3,1,0,0,2,2,2,0,6,0,0,0,,1,0,0.207336,0.297818,0.312196,0.610013,0.275567,0.103599,0.278935,0.37141,0.104859,5.00894,0.283555,-0.00356164,,1.97101,-0.68389,0.0,0.00957723,0.00601558,0.0257524,-0.6428127433173358,0.12037037312984467,75.4997,13.2,2.64,13.2,2.64,999.0,0.0,SS,/players/george-lombard/sa3023233/stats/batting,9.0,AL,George Lombard Jr.,806146,sa3023233,sa3023233
MIL,Brewers,5,19,23,4,2,1,0,1,2,2,3,0,7,0,0,0,,0,0,0.188358,0.292507,0.334248,0.626755,0.281348,0.1205,0.325542,0.370152,0.14589,3.58162,0.259288,-0.00172085,,2.09245,-0.582875,0.0,-0.0216941,-0.023415,0.0255348,-0.5850213002413511,0.08086419850587845,79.0722,24.7,4.94,24.7,4.94,999.0,0.0,3B,/players/brock-wilken/sa3022499/stats/batting,23.0,NL,Brock Wilken,694385,sa3022499,sa3022499
ARI,Diamondbacks,33,125,138,28,17,6,0,4,14,16,11,0,40,1,1,0,,0,0,0.226768,0.293398,0.380143,0.673541,0.293977,0.0806487,0.289784,0.278307,0.153375,3.20201,0.298342,-0.0485596,,14.1801,-2.13939,-0.0283902,-0.152703,-0.201263,0.0254435,-2.49555441737175,-1.8680505976080894,85.9844,122.8,3.721212121,122.8,3.721212121,999.0,0.70588235,C/DH,/players/adrian-del-castillo/29554/stats/batting,15.0,NL,Adrian Del Castillo,680728,29554,29554
CHW,White Sox,4,15,17,4,3,1,0,0,2,1,1,0,2,0,0,0,,1,0,0.255184,0.30941,0.319022,0.628433,0.280642,0.0670021,0.0926695,0.723022,0.0638386,4.73937,0.277554,-0.00255459,,1.5477,-0.443475,0.0,0.0116325,0.00907791,0.0250973,-0.435617801733315,0.10030864179134369,77.6106,15.2,3.8,15.2,3.8,999.0,0.0,2B/SS,/players/william-bergolla/sa3019777/stats/batting,4.0,AL,William Bergolla Jr.,703151,sa3019777,sa3019777
LAA,Angels,4,15,17,3,2,1,0,0,2,2,1,0,5,0,0,0,,0,0,0.214306,0.278433,0.33273,0.611163,0.270656,0.0753023,0.288131,0.261348,0.118424,3.81393,0.286409,0.000834052,,1.40021,-0.575651,0.171815,-0.0108463,-0.0100123,0.0248076,-0.6050258558243513,0.2713517025113106,69.8102,7.7,1.925,7.7,1.925,999.0,0.0,SS,/players/denzer-guzman/28816/stats/batting,1.0,AL,Denzer Guzman,694203,28816,28816
BAL,Orioles,5,20,22,5,3,1,0,1,2,3,2,0,6,0,0,0,,0,0,0.231349,0.296695,0.38845,0.685145,0.29871,0.0699017,0.262832,0.265956,0.157101,4.13463,0.288523,-0.00583333,,2.3932,-0.261702,-0.0458333,-0.0229605,-0.0287939,0.0246072,-0.24706126749515533,-0.2865740805864334,91.758,26.3,5.26,26.3,5.26,999.0,0.01851852,OF,/players/heston-kjerstad/31166/stats/batting,2.0,AL,Heston Kjerstad,677008,31166,31166
BAL,Orioles,3,10,11,3,2,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.249463,0.319308,0.417066,0.736374,0.320064,0.0888991,0.281901,0.315356,0.167603,3.18548,0.32151,-0.00220887,,1.39139,0.0639354,-0.0115196,-0.0208996,-0.0231084,0.0242972,0.06254423223435879,-0.21213690005242825,106.469,9.8,3.266666666,9.8,3.266666666,999.0,0.06060606,OF,/players/johnathan-rodriguez/22530/stats/batting,2.0,AL,Johnathan Rodríguez,671286,22530,22530
CHW,White Sox,20,75,84,17,11,4,0,2,8,8,7,0,24,1,1,0,,1,0,0.224481,0.296813,0.352135,0.648947,0.286743,0.0839999,0.286317,0.293381,0.127653,4.60552,0.30287,0.0,,8.15586,-1.80002,0.0,-0.0535262,-0.0535262,0.0225976,-1.859647449105978,-0.8225308656692505,81.8132,76.5,3.825,76.5,3.825,999.0,0.0,OF,/players/braden-montgomery/sa3038253/stats/batting,4.0,AL,Braden Montgomery,695731,sa3038253,sa3038253
TEX,Rangers,5,20,22,4,3,1,0,1,2,2,2,0,4,0,0,0,,0,0,0.225337,0.306758,0.365908,0.672665,0.297672,0.0937994,0.195134,0.480692,0.140571,3.37011,0.26074,-0.00344371,,2.37427,-0.28063,-0.133444,-0.0214096,-0.0248533,0.0222149,-0.26308045722544193,-0.2939375340938568,91.0044,20.7,4.14,20.7,4.14,999.0,0.25,DH,/players/justin-foscue/27501/stats/batting,13.0,AL,Justin Foscue,679822,27501,27501
CHC,Cubs,8,30,34,7,6,1,0,0,3,2,3,0,5,0,0,0,,1,0,0.233296,0.305588,0.297279,0.602867,0.272689,0.0846128,0.158034,0.535408,0.0639826,4.96623,0.277945,0.0262851,,2.87778,-1.10458,-0.00113838,-0.0614842,-0.0351991,0.0219622,-1.066666815429926,0.15935544320382178,74.1784,23.0,2.875,23.0,2.875,999.0,0.0,2B/SS,/players/nicky-lopez/19339/stats/batting,17.0,NL,Nicky Lopez,670032,19339,19339
KCR,Royals,5,20,22,4,3,1,0,1,2,2,2,0,7,0,0,0,,1,0,0.209943,0.299674,0.348669,0.648343,0.28856,0.108102,0.314314,0.343929,0.138726,5.1272,0.294093,-0.0162233,,2.20804,-0.446865,-0.0478161,0.0187505,0.00252721,0.0212079,-0.5190441240556538,-0.047816094011068344,80.3051,22.6,4.52,22.6,4.52,999.0,0.01388889,OF,/players/kameron-misner/26374/stats/batting,7.0,AL,Kameron Misner,670224,26374,26374
TOR,Blue Jays,4,15,17,4,3,1,0,0,2,1,1,0,3,0,0,0,,0,0,0.236742,0.297161,0.317252,0.614413,0.273916,0.0730978,0.15805,0.462498,0.08051,3.66768,0.275625,-0.00237323,,1.45567,-0.535504,0.0,-0.014462,-0.0168352,0.0188849,-0.5364609397947788,0.14043210446834564,73.838,13.3,3.325,13.3,3.325,999.0,0.0,SS,/players/joshua-kasevich/sa3020203/stats/batting,14.0,AL,Josh Kasevich,688460,sa3020203,sa3020203
CHC,Cubs,4,15,17,3,2,1,0,0,2,2,2,0,4,0,0,0,,0,0,0.227441,0.307122,0.360786,0.667908,0.295855,0.0909008,0.259994,0.349626,0.133345,4.62206,0.287691,-0.0341548,,1.75585,-0.235331,-0.131059,0.00190864,-0.0322462,0.0182977,-0.23102211579680443,-0.15112079679965973,90.0477,10.7,2.675,10.7,2.675,999.0,0.01428571,OF,/players/chas-mccormick/19599/stats/batting,17.0,NL,Chas McCormick,676801,19599,19599
MIL,Brewers,1,5,5,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.224388,0.28987,0.361191,0.651061,0.286713,0.0764443,0.218387,0.350041,0.136803,3.11706,0.263287,0.0,,0.500818,-0.110685,0.0107654,-0.00345112,-0.00345112,0.018064,-0.10927454312331975,0.1118456618860364,82.7475,0.6,0.6,0.6,0.6,999.0,0.0,C,/players/jeferson-quero/28272/stats/batting,23.0,NL,Jeferson Quero,691620,28272,28272
HOU,Astros,4,15,17,3,2,1,0,0,2,2,1,0,5,0,0,0,,0,0,0.230753,0.301025,0.377441,0.678466,0.298024,0.0842011,0.292597,0.287772,0.146688,3.77224,0.306624,0.00164681,,1.77179,-0.204071,-0.0263489,-0.0105675,-0.00892064,0.0176829,-0.19779485929757357,-0.20551561191678047,90.4169,7.7,1.925,7.7,1.925,999.0,0.14285714,1B/OF,/players/zach-dezenzo/31562/stats/batting,21.0,AL,Zach Dezenzo,701305,31562,31562
MIN,Twins,1,5,5,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.20092,0.266277,0.362351,0.628628,0.274633,0.0712956,0.31719,0.224772,0.161432,3.76123,0.264268,-0.00152663,,0.443187,-0.15898,-0.0053432,-0.00342483,-0.00495146,0.0172395,-0.16730840364471078,0.09419384226202965,72.9702,0.6,0.6,0.6,0.6,999.0,0.02702703,C,/players/alex-jackson/17276/stats/batting,8.0,AL,Alex Jackson,656577,17276,17276
BAL,Orioles,3,10,11,2,2,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.227212,0.286745,0.350982,0.637727,0.281075,0.0648977,0.244511,0.265418,0.12377,4.35094,0.282906,-0.00164557,,1.03575,-0.291704,-0.0205696,-0.00685824,-0.0085038,0.0172151,-0.27849022578448057,0.05967728979885578,79.6102,4.2,1.4,4.2,1.4,999.0,0.03125,3B/SS,/players/luis-vazquez/23442/stats/batting,2.0,AL,Luis Vázquez,676679,23442,23442
BOS,Red Sox,1,4,5,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.234788,0.333783,0.365967,0.699751,0.311406,0.116104,0.204623,0.567403,0.131179,3.59858,0.281548,-0.00319018,,0.599959,-0.00687588,-0.017546,-0.00490199,-0.00809217,0.0172017,-0.039182727225124836,0.08276262879371643,94.8637,4.6,4.6,4.6,4.6,999.0,0.29268293,C/DH,/players/mickey-gasper/24759/stats/batting,3.0,AL,Mickey Gasper,681508,24759,24759
NYY,Yankees,4,15,17,3,2,1,0,1,2,2,1,0,6,0,0,0,,0,0,0.213248,0.282152,0.392433,0.674586,0.293344,0.0802018,0.376168,0.213207,0.179186,5.14607,0.309595,-0.00238776,,1.72148,-0.269695,0.0,0.0125997,0.0102119,0.0170726,-0.2331868503242731,-0.1805555522441864,87.7454,17.1,4.275,17.1,4.275,999.0,0.0,OF,/players/spencer-jones/sa3019969/stats/batting,9.0,AL,Spencer Jones,682987,sa3019969,sa3019969
SEA,Mariners,1,4,5,1,1,0,0,0,1,0,1,0,1,0,0,0,,0,0,0.235612,0.318946,0.334076,0.653023,0.293097,0.1028,0.245244,0.419174,0.0984644,2.85942,0.307867,-0.00301754,,0.519585,-0.0825812,-0.0316842,-0.00726611,-0.0102837,0.0170314,-0.052457449957728386,0.06785282865166664,92.9787,4.6,4.6,4.6,4.6,999.0,0.0,C,/players/jhonny-pereda/19802/stats/batting,11.0,AL,Jhonny Pereda,640902,19802,19802
KCR,Royals,17,65,73,15,10,3,0,2,8,7,7,0,19,0,1,0,,2,1,0.225689,0.303393,0.366204,0.669598,0.295506,0.0960999,0.255238,0.376511,0.140515,5.45985,0.285522,-0.02271,,7.58797,-1.04046,-0.00589586,0.0557531,0.0330431,0.0160086,-1.2502152919769287,-1.1092909607104957,85.0902,68.5,4.029411764,68.5,4.029411764,999.0,0.01219512,OF,/players/john-rave/26284/stats/batting,7.0,AL,John Rave,670231,26284,26284
DET,Tigers,1,5,5,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.22367,0.28861,0.361678,0.650288,0.285155,0.0754038,0.242407,0.311062,0.138008,3.60659,0.273083,-0.00173154,,0.486724,-0.115442,0.0,-0.00561573,-0.00734727,0.0155519,-0.12311997776851058,0.09953703731298447,80.7257,0.6,0.6,0.6,0.6,999.0,0.0,C/1B,/players/eduardo-valencia/sa3006622/stats/batting,6.0,AL,Eduardo Valencia,680664,sa3006622,sa3006622
LAA,Angels,10,39,45,9,7,1,0,0,4,3,4,0,11,1,0,0,,2,1,0.233915,0.317659,0.30385,0.621509,0.281506,0.0980992,0.236479,0.414832,0.069935,5.44292,0.309504,-0.010227,,4.12672,-1.14224,0.0,0.0571901,0.046963,0.0154062,-1.1469123847782612,-0.23888888955116272,77.2844,30.3,3.03,30.3,3.03,999.0,0.0,OF,/players/nelson-rada/sa3018421/stats/batting,1.0,AL,Nelson Rada,703185,sa3018421,sa3018421
LAA,Angels,3,10,11,2,1,0,0,0,1,1,1,0,4,0,0,0,,0,0,0.202047,0.287185,0.342521,0.629706,0.279932,0.0961024,0.326998,0.293892,0.140474,6.18853,0.283902,0.0,,1.01744,-0.299802,0.0125091,0.0263131,0.0263131,0.0153491,-0.28639726154506207,0.0523239066824317,76.2005,4.2,1.4,4.2,1.4,999.0,0.02272727,2B/OF,/players/kyren-paris/26420/stats/batting,1.0,AL,Kyren Paris,677347,26420,26420
PHI,Phillies,8,29,34,6,4,1,0,1,4,3,4,0,9,0,0,0,,1,0,0.213016,0.302561,0.360739,0.663301,0.292736,0.104299,0.274749,0.379616,0.147724,4.81873,0.272877,-0.00561151,,3.42635,-0.556006,0.0,0.0104283,0.0048168,0.0150249,-0.6140054748393595,-0.3611111044883728,84.5085,30.8,3.85,30.8,3.85,999.0,0.0,OF,/players/gabriel-rincones/sa3020758/stats/batting,26.0,NL,Gabriel Rincones Jr.,687282,sa3020758,sa3020758
CHC,Cubs,4,15,17,3,2,1,0,0,2,2,1,0,5,0,0,0,,0,0,0.220113,0.283384,0.362956,0.646341,0.283723,0.0758986,0.322292,0.235496,0.142844,3.92205,0.302943,0.000819328,,1.58985,-0.401328,-0.0278571,-0.0037282,-0.00290887,0.0148746,-0.3676822669804096,-0.04791887477040291,81.7366,7.7,1.925,7.7,1.925,999.0,0.22222222,OF,/players/kevin-alcantara/25971/stats/batting,17.0,NL,Kevin Alcántara,682634,25971,25971
ARI,Diamondbacks,3,10,11,3,2,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.245151,0.298463,0.403161,0.701624,0.303713,0.066701,0.278527,0.239478,0.15801,4.10828,0.316573,-0.000775148,,1.25179,-0.0858678,0.0,-0.0111337,-0.0119088,0.0148452,-0.11047351453453302,-0.12129629403352737,92.6541,9.8,3.266666666,9.8,3.266666666,999.0,0.0,3B/OF,/players/aaron-vukovich/sa3014525/stats/batting,15.0,NL,A.J. Vukovich,691021,sa3014525,sa3014525
SFG,Giants,10,40,45,9,6,2,0,1,4,4,4,0,14,0,0,0,,1,0,0.212042,0.283344,0.33678,0.620124,0.273921,0.0850006,0.302789,0.280726,0.124738,5.69766,0.293441,-0.00252223,,3.88197,-1.42783,0.152175,0.0380854,0.0355631,0.0147963,-1.2627740986645222,-0.0885661393404007,75.6232,39.5,3.95,39.5,3.95,999.0,0.0,OF,/players/grant-mccray/25690/stats/batting,30.0,NL,Grant McCray,687529,25690,25690
TOR,Blue Jays,3,10,11,2,1,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.21166,0.317829,0.356657,0.674486,0.299422,0.121096,0.236821,0.511341,0.144996,4.27768,0.258345,-0.00167203,,1.2031,-0.124353,0.0,-0.00824447,-0.0099165,0.0146325,-0.12368464469909668,-0.12037037312984467,91.4081,4.2,1.4,4.2,1.4,999.0,0.0,OF,/players/robert-schreck/sa3022602/stats/batting,14.0,AL,RJ Schreck,702302,sa3022602,sa3022602
LAA,Angels,3,10,11,3,2,1,0,0,1,1,1,0,1,0,0,0,,0,0,0.258958,0.317622,0.344316,0.661938,0.294072,0.0634001,0.113114,0.560495,0.0853584,4.18623,0.287298,-0.00870552,,1.14542,-0.171822,-0.0767669,-0.0109765,-0.019682,0.0146031,-0.20441262982785702,-0.03695205599069595,85.9407,12.7,4.233333333,12.7,4.233333333,999.0,0.01923077,2B/3B,/players/nick-madrigal/20521/stats/batting,1.0,AL,Nick Madrigal,663611,20521,20521
BAL,Orioles,4,16,17,4,2,1,0,1,2,2,1,0,4,0,0,0,,0,0,0.237643,0.285678,0.417364,0.703042,0.303147,0.0531007,0.264914,0.200445,0.17972,3.94122,0.289055,0.00557143,,1.85561,-0.135568,0.0159184,-0.0175483,-0.0119769,0.0143758,-0.11496908403933048,-0.32513100653886795,94.8146,21.7,5.425,21.7,5.425,999.0,0.0,1B,/players/christian-encarnacion-strand/30011/stats/batting,2.0,AL,Christian Encarnacion-Strand,687952,30011,30011
HOU,Astros,8,31,33,7,4,1,0,1,4,3,2,0,7,0,0,0,,1,0,0.213254,0.265728,0.333078,0.598806,0.263336,0.0591902,0.209956,0.281917,0.119824,6.08505,0.253217,-0.00332029,,2.60167,-1.35005,-0.0348839,0.0664642,0.0631439,0.0142819,-1.2565155327320099,0.24381976202130318,66.5216,28.4,3.55,28.4,3.55,999.0,0.0,3B/SS,/players/braden-shewmake/25817/stats/batting,21.0,AL,Braden Shewmake,669699,25817,25817
DET,Tigers,3,10,11,2,1,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.207171,0.303329,0.313057,0.616386,0.278077,0.116702,0.269734,0.432657,0.105887,4.36574,0.279491,-0.00329712,,1.00064,-0.316597,0.0,-0.00864176,-0.0119389,0.0137576,-0.32925866451114416,0.07962962985038757,75.8497,4.2,1.4,4.2,1.4,999.0,0.0,SS,/players/trei-cruz/sa3014420/stats/batting,6.0,AL,Trei Cruz,669360,sa3014420,sa3014420
,,14,54,62,13,9,2,0,1,7,6,6,0,13,1,0,0,,1,0,0.235669,0.322905,0.350238,0.673143,0.300524,0.0950002,0.212451,0.447164,0.114569,3.59599,0.287697,-0.112971,,6.67233,-0.628654,-0.164146,-0.0601308,-0.173102,0.0129444,-0.8192338198423386,-1.1471705585718155,91.1526,56.9,4.064285714,56.9,4.064285714,999.0,0.15909091,OF,/players/mark-canha/11445/stats/batting,-1.0,,Mark Canha,592192,11445,11445
SEA,Mariners,4,15,17,3,2,1,0,0,2,2,2,0,4,0,0,0,,0,0,0.214791,0.309482,0.339889,0.64937,0.290946,0.108076,0.2488,0.434389,0.125097,4.4124,0.276758,-0.00763843,,1.67569,-0.300166,-0.0294606,-0.0272105,-0.034849,0.012817,-0.20242827013134956,-0.24844203889369965,91.4974,10.7,2.675,10.7,2.675,999.0,0.06521739,1B/OF,/players/connor-joe/16572/stats/batting,11.0,AL,Connor Joe,656582,16572,16572
COL,Rockies,3,10,11,3,2,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.25524,0.325904,0.403695,0.729599,0.319458,0.0799967,0.236083,0.33885,0.148455,5.43209,0.318103,-0.00159752,,1.3752,0.0579574,0.0,-0.00490889,-0.00650641,0.0126076,-0.12844167975708842,-0.11944444477558136,90.7715,9.8,3.266666666,9.8,3.266666666,999.0,0.0,OF,/players/sterlin-thompson/sa3019999/stats/batting,19.0,NL,Sterlin Thompson,694514,sa3019999,sa3019999
SDP,Padres,1,5,5,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.216181,0.269854,0.356027,0.625881,0.272895,0.0602009,0.245843,0.244875,0.139847,3.75194,0.262638,-0.00242593,,0.442754,-0.168748,0.0,-0.00476918,-0.00719511,0.0123372,-0.1527786054648459,0.10108024626970291,76.2654,0.6,0.6,0.6,0.6,999.0,0.0,C,/players/rodolfo-durn/sa877500/stats/batting,29.0,NL,Rodolfo Durán,660710,sa877500,sa877500
BOS,Red Sox,1,5,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.218041,0.323411,0.341864,0.665275,0.298865,0.128207,0.225765,0.567877,0.123823,5.50125,0.273633,0.0,,0.599009,-0.0647163,-0.00939759,0.00456389,0.00456389,0.0120282,-0.08663725107908249,0.010664137080311775,86.2247,3.6,3.6,3.6,3.6,999.0,0.03448276,3B,/players/anthony-seigler/23802/stats/batting,3.0,AL,Anthony Seigler,678011,23802,23802
MIA,Marlins,4,15,17,3,2,1,0,0,2,2,1,0,4,0,0,0,,1,0,0.223889,0.285669,0.343278,0.628948,0.277722,0.0724014,0.251843,0.287486,0.119389,5.54237,0.284806,0.00247357,,1.50775,-0.483431,-0.0560677,0.0172744,0.0197479,0.0118188,-0.4897090680897236,0.044240985065698624,74.4926,9.6,2.4,9.6,2.4,999.0,0.0,2B/3B/SS,/players/maximo-acosta/27963/stats/batting,20.0,NL,Maximo Acosta,691185,27963,27963
BOS,Red Sox,1,4,5,1,1,0,0,0,1,0,1,0,1,0,0,0,,0,0,0.221444,0.330915,0.33658,0.667494,0.301982,0.1302,0.250844,0.519046,0.115135,3.85563,0.290303,-0.00994118,,0.560663,-0.0461713,-0.0397647,-0.00592112,-0.0158623,0.0116091,-0.08624823205173016,0.060543935745954514,88.372,4.6,4.6,4.6,4.6,999.0,0.01785714,C,/players/matt-thaiss/19318/stats/batting,3.0,AL,Matt Thaiss,642136,19318,19318
TBR,Rays,4,15,17,3,2,1,0,0,2,2,2,0,4,0,0,0,,0,0,0.235326,0.321206,0.360673,0.681879,0.302195,0.103097,0.226488,0.455201,0.125347,4.34023,0.29194,0.0,,1.85676,-0.149731,0.0,-0.0121666,-0.0121666,0.0108653,-0.17563772574067116,-0.30324074625968933,91.8324,10.7,2.675,10.7,2.675,999.0,0.0,1B,/players/john-morgan/sa3022919/stats/batting,12.0,AL,Tre' Morgan,691003,sa3022919,sa3022919
CHC,Cubs,1,5,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.227129,0.319838,0.359331,0.679169,0.30287,0.107005,0.236657,0.452152,0.132203,4.29262,0.28361,0.00119522,,0.617272,-0.0464529,0.0174308,-0.00680006,-0.00560484,0.0106781,-0.03987283352762461,-0.04275437444448471,94.8528,3.6,3.6,3.6,3.6,999.0,0.01149425,OF,/players/dylan-carlson/20126/stats/batting,17.0,NL,Dylan Carlson,666185,20126,20126
ATL,Braves,3,10,11,2,2,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.229042,0.299902,0.31567,0.615572,0.274925,0.0817036,0.187991,0.434614,0.0866283,5.01957,0.27675,-0.00169737,,0.972117,-0.345123,0.0,0.00611321,0.00441584,0.0106727,-0.346427739597857,0.07962962985038757,73.4468,4.2,1.4,4.2,1.4,999.0,0.0,SS,/players/james-jarvis/sa3022891/stats/batting,16.0,NL,Jim Jarvis,805347,sa3022891,sa3022891
