Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Player,xMLBAMID,playerids,playerid
,,0.0477,0.0569,0.0488,0.7708,0.0,0.0,,1.0,4.438,1.0,0.5474,0.50945,0.125778,0.8843,0.4908,,0.0452,4.58505,1.4908,7.9587,4.4172,1.80175,1.132,0.199256,0.11059,0.08866605907678604,,0.256279,0.302298,0.717572,4.60965,6.800000000000001,6.800000000000001,7.0,7.0,-0.00193559,-0.0441848,0.0188,999.0,,,Skylar Arias,670404.0,sa918539,sa918539
NYM,Mets,0.0488,0.0495,0.0,1.0,0.0,0.0,,1.0,4.394,0.8992,0.5028,0.46637,0.123,0.9793,0.538,,0.0405,4.19733,1.4372,8.8137,4.842,1.82026,1.107,0.222872,0.12244,0.10043241083621979,,0.23567,0.286083,0.738656,4.51104,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00193927,-0.0495459,0.0,999.0,25.0,NL,Douglas Orellana,702878.0,sa3016817,sa3016817
CIN,Reds,0.0454,0.0528,0.0,1.0,0.0,0.0,,1.0,4.423,1.0068,0.5593,0.52066,0.143889,0.8695,0.476,,0.0403,4.68594,1.4828,7.8255,4.284,1.82668,1.295,0.196586,0.107619,0.08896675705909729,,0.257711,0.298243,0.720721,4.81559,6.800000000000001,6.800000000000001,7.0,7.0,-0.00194227,-0.0416006,0.0,999.0,18.0,NL,Trevor Kuncl,805321.0,sa3066360,sa3066360
,,0.0483,0.05,0.0,1.0,0.0,0.0,,1.0,4.376,0.9412,0.5133,0.47746,0.130111,0.9336,0.4741,,0.0434,4.29714,1.4153,8.4024,4.2669,1.9692,1.171,0.213346,0.108341,0.10500457882881165,,0.243929,0.290215,0.731463,4.51188,6.800000000000001,6.800000000000001,7.0,7.0,-0.00194888,-0.0495459,0.0,999.0,,,Yoan López,661255.0,17181,17181
COL,Rockies,0.0433,0.0591,0.0312,0.8532,0.0,0.0,,1.0,4.465,1.0926,0.6076,0.56866,0.145667,0.8213,0.4282,,0.0522,5.11794,1.5208,7.3917,3.8538,1.91803,1.311,0.183942,0.0959015,0.0880403146147728,,0.274206,0.3138,0.693464,4.8274,6.800000000000001,6.800000000000001,7.0,7.0,-0.00196695,-0.0345356,0.0093,999.0,19.0,NL,RJ Petit,696275.0,sa3017848,sa3017848
BOS,Red Sox,0.0453,0.053,0.0,1.0,0.0,0.0,,1.0,4.429,1.0419,0.5654,0.52765,0.137111,0.7879,0.4114,,0.0533,4.74885,1.4533,7.0911,3.7026,1.91517,1.234,0.177896,0.0928878,0.08500789850950241,,0.262821,0.297698,0.703931,4.73588,6.800000000000001,6.800000000000001,7.0,7.0,-0.00197658,-0.0441848,0.0,999.0,3.0,AL,Seth Martinez,661527.0,21045,21045
,,0.0456,0.0527,0.0,1.0,0.0,0.0,,1.0,4.367,1.014,0.53,0.4943,0.135111,0.8211,0.3931,,0.0421,4.4487,1.4071,7.3899,3.5379,2.08878,1.216,0.188024,0.090016,0.09800778329372406,,0.257897,0.295366,0.720148,4.55498,6.800000000000001,6.800000000000001,7.0,7.0,-0.00199042,-0.0449762,0.0,999.0,,,Sean Nolin,543594.0,11341,11341
,,0.0469,0.0513,0.0,1.0,0.0,0.0,,1.0,4.388,0.9766,0.5298,0.49271,0.130222,0.8781,0.4616,,0.0385,4.43439,1.4382,7.9029,4.1544,1.9023,1.172,0.200114,0.105196,0.09491794556379318,,0.25119,0.293924,0.723312,4.57212,6.800000000000001,6.800000000000001,7.0,7.0,-0.0019925,-0.0470228,0.0,999.0,-1.0,,Tim Naughton,676987.0,sa3004713,sa3004713
MIN,Twins,0.0458,0.0524,0.0,1.0,0.0,0.0,,1.0,4.348,1.0234,0.5406,0.506,0.144,0.8084,0.3626,,0.0368,4.554,1.386,7.2756,3.2634,2.22945,1.296,0.185925,0.0833947,0.10252989828586578,,0.25918,0.293505,0.713779,4.58854,6.800000000000001,6.800000000000001,7.0,7.0,-0.00199765,-0.0474157,0.0,999.0,8.0,AL,Ricky Castro,690462.0,sa3023681,sa3023681
,,0.045,0.0533,0.0,1.0,0.0,0.0,,1.0,4.327,1.0352,0.5405,0.50518,0.150778,0.7668,0.3279,,0.0362,4.54662,1.3631,6.9012,2.9511,2.33852,1.357,0.177213,0.07578,0.10143285244703293,,0.261223,0.29042,0.714056,4.65395,6.800000000000001,6.800000000000001,7.0,7.0,-0.00200463,-0.0475194,0.0,999.0,-2.0,,Connor Lunn,674086.0,sa3011189,sa3011189
,,0.0467,0.0515,0.0,1.0,0.0,0.0,,1.0,4.388,0.9868,0.5337,0.49672,0.131444,0.8707,0.4475,,0.0428,4.47048,1.4343,7.8363,4.0275,1.9457,1.183,0.198428,0.101983,0.09644485265016556,,0.253175,0.295403,0.72032,4.57341,6.800000000000001,6.800000000000001,7.0,7.0,-0.00200704,-0.0470228,0.0,999.0,-1.0,,Brian Howard,641709.0,sa918377,sa918377
LAD,Dodgers,0.0469,0.0514,0.0,1.0,0.0,0.0,,1.0,4.363,0.9706,0.5308,0.49773,0.149556,0.9226,0.4124,,0.0341,4.47957,1.383,8.3034,3.7116,2.23715,1.346,0.21146,0.0945221,0.11693789064884186,,0.247823,0.288659,0.726128,4.57366,6.800000000000001,6.800000000000001,7.0,7.0,-0.0020098,-0.0470228,0.0,999.0,22.0,NL,Giovanny Gallegos,606149.0,14986,14986
LAD,Dodgers,0.0496,0.0487,0.0,1.0,0.0,0.0,,1.0,4.378,0.9809,0.536,0.49834,0.142333,0.8551,0.4407,,0.0506,4.48506,1.4216,7.6959,3.9663,1.94032,1.281,0.195318,0.100662,0.0946550965309143,,0.252373,0.290235,0.724516,4.74917,6.800000000000001,6.800000000000001,7.0,7.0,-0.00202982,-0.0462318,0.0,999.0,22.0,NL,Nick Frasso,693308.0,sa3014492,sa3014492
ATL,Braves,0.0489,0.0494,0.0,1.0,0.0,0.0,,1.0,4.363,1.0093,0.5196,0.48031,0.120222,0.847,0.4169,,0.0384,4.32279,1.4262,7.623,3.7521,2.03166,1.082,0.194132,0.0955535,0.09857895225286484,,0.258285,0.302358,0.720731,4.36993,6.800000000000001,6.800000000000001,7.0,7.0,-0.00203533,-0.0456951,0.0,999.0,16.0,NL,Austin Pope,687166.0,26136,26136
,,0.0474,0.0509,0.0,1.0,0.0,0.0,,1.0,4.382,1.0353,0.5201,0.47957,0.120222,0.7344,0.4083,,0.0407,4.31613,1.4436,6.6096,3.6747,1.79868,1.082,0.167595,0.0931766,0.0744180679321289,,0.263234,0.29726,0.72415,4.57623,6.800000000000001,6.800000000000001,7.0,7.0,-0.00203876,-0.0470228,0.0,999.0,-1.0,,Gabriel Yanez,673394.0,sa3005332,sa3005332
,,0.0457,0.0613,0.0656,0.6916,0.0,0.0,,1.0,4.437,1.0515,0.5517,0.50804,0.114889,0.7377,0.4695,,0.0447,4.57236,1.521,6.6393,4.2255,1.57125,1.034,0.166261,0.105815,0.06044624000787735,,0.268048,0.305064,0.712639,4.69589,6.800000000000001,6.800000000000001,7.0,7.0,-0.00203998,-0.0466193,0.0253,999.0,,,Luis Ledo,644396.0,sa740812,sa740812
,,0.0455,0.056,0.0246,0.8846,0.0,0.0,,1.0,4.451,0.9981,0.5326,0.49129,0.115333,0.8265,0.5162,,0.0557,4.42161,1.5143,7.4385,4.6458,1.60112,1.038,0.185689,0.115974,0.06971466541290283,,0.257302,0.30054,0.725662,4.69717,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00204404,-0.0466097,0.0095,999.0,,,A.J. Block,670191.0,sa3014916,sa3014916
,,0.0474,0.0509,0.0,1.0,0.0,0.0,,1.0,4.415,1.0174,0.5203,0.47917,0.113556,0.7751,0.4543,,0.0509,4.31253,1.4717,6.9759,4.0887,1.70614,1.022,0.175561,0.102899,0.0726613849401474,,0.260218,0.299173,0.724753,4.57676,6.800000000000001,6.800000000000001,7.0,7.0,-0.00204478,-0.0470228,0.0,999.0,-1.0,,Ryan Anderson,669243.0,sa1172845,sa1172845
,,0.0461,0.0521,0.0,1.0,0.0,0.0,,1.0,4.444,1.0096,0.5427,0.50303,0.113778,0.8413,0.4863,,0.0523,4.52727,1.4959,7.5717,4.3767,1.73,1.024,0.189311,0.109428,0.07988300174474716,,0.258514,0.303635,0.713147,4.54745,6.800000000000001,6.800000000000001,7.0,7.0,-0.00205683,-0.0443816,0.0,999.0,,,Noe Toribio,672848.0,sa3003041,sa3003041
,,0.0454,0.0529,0.0,1.0,0.0,0.0,,1.0,4.421,0.9553,0.5347,0.49787,0.124444,0.9333,0.5148,,0.0434,4.48083,1.4701,8.3997,4.6332,1.81294,1.12,0.211106,0.116444,0.09466184675693512,,0.247308,0.296199,0.721827,4.56091,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00205748,-0.0449762,0.0,999.0,,,Johan Quezada,629498.0,20643,20643
STL,Cardinals,0.0473,0.0509,0.0,1.0,0.0,0.0,,1.0,4.371,1.0003,0.5103,0.47027,0.115,0.7922,0.4095,,0.0586,4.23243,1.4098,7.1298,3.6855,1.93455,1.035,0.18124,0.0936857,0.08755435049533844,,0.256297,0.295524,0.720291,4.45004,6.800000000000001,6.800000000000001,7.0,7.0,-0.00205837,-0.0483925,0.0,999.0,28.0,NL,Cade Winquest,685464.0,sa3020805,sa3020805
PHI,Phillies,0.0472,0.051,0.0,1.0,0.0,0.0,,1.0,4.386,0.9588,0.5347,0.49876,0.139556,0.9063,0.4637,,0.0508,4.48884,1.4225,8.1567,4.1733,1.9545,1.256,0.206635,0.105723,0.10091199725866318,,0.247656,0.289932,0.723481,4.68026,6.800000000000001,6.800000000000001,7.0,7.0,-0.00207185,-0.0444159,0.0,999.0,26.0,NL,Aaron Combs,694551.0,sa3025490,sa3025490
,,0.0442,0.0541,0.0,1.0,0.0,0.0,,1.0,4.421,0.9895,0.5495,0.5119,0.133444,0.8833,0.4908,,0.0414,4.6071,1.4803,7.9497,4.4172,1.79971,1.201,0.199796,0.111016,0.08878082036972046,,0.254449,0.298064,0.71961,4.69991,6.800000000000001,6.800000000000001,7.0,7.0,-0.00208468,-0.0466193,0.0,999.0,,,Yanlun Zhang,802949.0,sa3020817,sa3020817
PIT,Pirates,0.826,1.0016,1.29,10.8456,0.0,0.5327,,16.8551,72.855,17.0832,9.0782,8.50762,2.4777,13.6973,5.6537,,0.8158,4.54275,1.34896,7.31385,3.01887,2.42271,1.323,0.188008,0.0776021,0.11040560156106949,,0.257333,0.290885,0.708876,4.57233,68.00000000000001,4.000000000000001,70.0,4.117647058823529,-0.00208984,0.0716282,0.4827,999.0,27.0,NL,Thomas Harrington,802419.0,31989,31989
,,0.0459,0.0523,0.0,1.0,0.0,0.0,,1.0,4.392,1.0951,0.5415,0.49819,0.119333,0.6669,0.3758,,0.0364,4.48371,1.4709,6.0021,3.3822,1.77461,1.074,0.151844,0.0855647,0.0662795826792717,,0.275165,0.305541,0.712821,4.58927,6.800000000000001,6.800000000000001,7.0,7.0,-0.0020906,-0.0467595,0.0,999.0,,,Luis Perdomo,606131.0,14682,14682
CHC,Cubs,0.0528,0.0568,0.0877,0.5877,0.0,0.0,,1.0,4.325,0.9547,0.5163,0.48032,0.137556,0.8919,0.415,,0.0413,4.32288,1.3697,8.0271,3.735,2.14916,1.238,0.20622,0.0959538,0.11026589572429657,,0.246775,0.287804,0.724988,4.50846,6.800000000000001,6.800000000000001,7.0,7.0,-0.00209082,-0.0476664,0.0371,999.0,17.0,NL,Dawson Netz,683100.0,sa3067466,sa3067466
COL,Rockies,0.0433,0.0549,0.0,1.0,0.0,0.0,,1.0,4.423,1.0947,0.602,0.56519,0.157,0.8038,0.3693,,0.0542,5.08671,1.464,7.2342,3.3237,2.17655,1.413,0.181732,0.0834954,0.09823649376630783,,0.273709,0.308586,0.692815,4.83904,6.800000000000001,6.800000000000001,7.0,7.0,-0.00209195,-0.0345356,0.0,999.0,19.0,NL,TJ Shook,669298.0,sa3014915,sa3014915
ATL,Braves,0.0534,0.0585,0.1051,0.5061,0.0,0.0,,1.0,4.367,0.9713,0.5318,0.49618,0.135222,0.9419,0.4495,,0.0336,4.46562,1.4208,8.4771,4.0455,2.09544,1.217,0.215686,0.102931,0.11275476217269897,,0.250084,0.297878,0.72189,4.45853,6.800000000000001,6.800000000000001,7.0,7.0,-0.00209213,-0.0456951,0.0424,748.4600219726562,16.0,NL,Joey Wentz,666214.0,19962,19962
TOR,Blue Jays,0.0471,0.0511,0.0,1.0,0.0,0.0,,1.0,4.39,0.9859,0.5316,0.49373,0.132667,0.8548,0.4388,,0.0453,4.44357,1.4247,7.6932,3.9492,1.94804,1.194,0.194715,0.0999544,0.09476081281900406,,0.252413,0.29236,0.720843,4.6025,6.800000000000001,6.800000000000001,7.0,7.0,-0.00209575,-0.0494101,0.0,999.0,14.0,AL,Hayden Juenger,696522.0,sa3017103,sa3017103
TBR,Rays,0.0458,0.0524,0.0,1.0,0.0,0.0,,1.0,4.398,0.9776,0.5221,0.48451,0.129556,0.8372,0.4571,,0.0487,4.36059,1.4347,7.5348,4.1139,1.83155,1.166,0.190359,0.103934,0.08642565459012985,,0.251169,0.289886,0.728145,4.66236,6.800000000000001,6.800000000000001,7.0,7.0,-0.00209773,-0.0475194,0.0,999.0,12.0,AL,Drew Dowd,694647.0,sa3023509,sa3023509
LAD,Dodgers,0.0498,0.0485,0.0,1.0,0.0,0.0,,1.0,4.484,0.8728,0.5313,0.49402,0.126778,1.0811,0.6621,,0.0498,4.44618,1.5349,9.7299,5.9589,1.63283,1.141,0.241102,0.147658,0.09344334900379181,,0.231383,0.290935,0.739349,4.75675,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00210289,-0.0462224,0.0,999.0,22.0,NL,Griff McGarry,676046.0,sa3017130,sa3017130
CHW,White Sox,0.045,0.0532,0.0,1.0,0.0,0.0,,1.0,4.35,1.0057,0.5367,0.50126,0.151444,0.7986,0.3842,,0.0399,4.51134,1.3899,7.1874,3.4578,2.0786,1.363,0.183586,0.0883218,0.09526436775922775,,0.256171,0.287062,0.724354,4.77901,6.800000000000001,6.800000000000001,7.0,7.0,-0.00212391,-0.0474962,0.0,999.0,4.0,AL,Jake Curtis,813268.0,sa3067491,sa3067491
,,0.0469,0.0514,0.0,1.0,0.0,0.0,,1.0,4.365,0.9811,0.5306,0.49492,0.137778,0.8695,0.424,,0.0417,4.45428,1.4051,7.8255,3.816,2.05071,1.24,0.199198,0.0971363,0.10206185281276703,,0.251609,0.291603,0.721409,4.58435,6.800000000000001,6.800000000000001,7.0,7.0,-0.0021304,-0.0470228,0.0,999.0,-1.0,,Wil Jensen,669192.0,sa3014786,sa3014786
NYM,Mets,0.0482,0.0501,0.0,1.0,0.0,0.0,,1.0,4.369,0.9764,0.5149,0.4771,0.126889,0.8468,0.4267,,0.0523,4.2939,1.4031,7.6212,3.8403,1.98453,1.142,0.19382,0.0976654,0.09615473449230194,,0.251003,0.291296,0.724792,4.52809,6.800000000000001,6.800000000000001,7.0,7.0,-0.00213331,-0.0495459,0.0,999.0,25.0,NL,Ben Simon,815084.0,sa3023164,sa3023164
,,0.048,0.0529,0.0195,0.9085,0.0,0.0,,1.0,4.357,0.978,0.534,0.49785,0.143889,0.8567,0.4175,,0.0476,4.48065,1.3955,7.7103,3.7575,2.05198,1.295,0.196626,0.0958228,0.10080331563949585,,0.251291,0.288489,0.721491,4.68759,6.800000000000001,6.800000000000001,7.0,7.0,-0.00215327,-0.0444159,0.0074,999.0,,,Cristian Hernandez,678707.0,sa3005836,sa3005836
NYM,Mets,0.0494,0.0489,0.0,1.0,0.0,0.0,,1.0,4.45,0.8764,0.4908,0.45239,0.109556,1.0209,0.6187,,0.0521,4.07151,1.4951,9.1881,5.5683,1.65007,0.986,0.229416,0.139034,0.09038202464580536,,0.231901,0.289512,0.748516,4.52996,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00216472,0.0555525,0.0,999.0,25.0,NL,Jefry Yan,642376.0,sa828460,sa828460
,,0.0469,0.0514,0.0,1.0,0.0,0.0,,1.0,4.374,1.0272,0.531,0.49169,0.123889,0.7457,0.3895,,0.0549,4.42521,1.4167,6.7113,3.5055,1.91451,1.115,0.170485,0.0890489,0.08143575489521027,,0.261401,0.295199,0.712404,4.58749,6.800000000000001,6.800000000000001,7.0,7.0,-0.00216587,-0.0470228,0.0,999.0,-1.0,,Nick Nelson,656793.0,20153,20153
MIN,Twins,0.0458,0.0525,0.0,1.0,0.0,0.0,,1.0,4.46,0.9927,0.5422,0.50219,0.113667,0.8638,0.5174,,0.0552,4.51971,1.5101,7.7742,4.6566,1.6695,1.023,0.193677,0.116009,0.07766815274953842,,0.255363,0.30208,0.71645,4.603,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00217067,-0.0474253,0.0,999.0,8.0,AL,Raul Brito,669993.0,sa928287,sa928287
PIT,Pirates,0.0459,0.0524,0.0,1.0,0.0,0.0,,1.0,4.533,1.0031,0.5481,0.50383,0.0934444,0.8156,0.6056,,0.0584,4.53447,1.6087,7.3404,5.4504,1.34676,0.841,0.179925,0.133598,0.04632693529129028,,0.259266,0.307321,0.717651,4.71071,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00217405,-0.0443816,0.0,999.0,27.0,NL,Noah Murdock,668716.0,27908,27908
NYY,Yankees,0.0488,0.0495,0.0,1.0,0.0,0.0,,1.0,4.38,0.9507,0.5244,0.48997,0.146444,0.9396,0.4505,,0.0411,4.40973,1.4012,8.4564,4.0545,2.08568,1.318,0.214521,0.102854,0.11166666448116302,,0.244496,0.286993,0.733001,4.63451,6.800000000000001,6.800000000000001,7.0,7.0,-0.00217744,-0.0498797,0.0,999.0,9.0,AL,Barrett Loseke,667435.0,sa3008243,sa3008243
,,0.0468,0.0515,0.0,1.0,0.0,0.0,,1.0,4.45,0.9854,0.5332,0.49185,0.110444,0.8587,0.5284,,0.0501,4.42665,1.5138,7.7283,4.7556,1.62509,0.994,0.192966,0.118742,0.07422471791505814,,0.254527,0.301464,0.721466,4.58901,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00218305,-0.0470228,0.0,999.0,-1.0,,Melvin Adón,661536.0,sa873314,sa873314
,,0.0467,0.0515,0.0,1.0,0.0,0.0,,1.0,4.38,0.9957,0.5345,0.4978,0.134333,0.8479,0.4291,,0.0388,4.4802,1.4248,7.6311,3.8619,1.976,1.209,0.193584,0.097968,0.0956164225935936,,0.254518,0.293995,0.71988,4.58937,6.800000000000001,6.800000000000001,7.0,7.0,-0.00218705,-0.0470228,0.0,999.0,-1.0,,Peter Solomon,656981.0,20476,20476
MIL,Brewers,0.0463,0.0519,0.0,1.0,0.0,0.0,,1.0,4.415,0.9475,0.5323,0.49575,0.131556,0.9591,0.5149,,0.0428,4.46175,1.4624,8.6319,4.6341,1.86269,1.184,0.217237,0.116625,0.10061154514551163,,0.245638,0.294922,0.727651,4.60026,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00221461,-0.0467595,0.0,999.0,23.0,NL,Tyler Bryant,827744.0,sa3024995,sa3024995
,,0.0494,0.0489,0.0,1.0,0.0,0.0,,1.0,4.382,1.07,0.5399,0.49925,0.134667,0.6788,0.3738,,0.0385,4.49325,1.4438,6.1092,3.3642,1.81594,1.212,0.154906,0.0853035,0.06960292160511017,,0.269542,0.296345,0.720086,4.7651,6.800000000000001,6.800000000000001,7.0,7.0,-0.00222517,-0.0462507,0.0,999.0,,,Nick Ramirez,598286.0,12575,12575
NYY,Yankees,0.0493,0.0489,0.0,1.0,0.0,0.0,,1.0,4.331,0.9708,0.5125,0.47782,0.146889,0.8824,0.3723,,0.0485,4.30038,1.3431,7.9416,3.3507,2.37013,1.322,0.20374,0.0859617,0.11777880042791367,,0.248274,0.28599,0.730226,4.54229,6.800000000000001,6.800000000000001,7.0,7.0,-0.00224313,-0.0498607,0.0,999.0,9.0,AL,Dom Hamel,687589.0,30153,30153
MIN,Twins,0.046,0.0522,0.0,1.0,0.0,0.0,,1.0,4.429,0.9462,0.5366,0.50123,0.129111,0.9484,0.5223,,0.0421,4.51107,1.4685,8.5356,4.7007,1.81581,1.162,0.214134,0.117927,0.09620682895183563,,0.244838,0.293169,0.723668,4.60998,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00224922,-0.0474253,0.0,999.0,8.0,AL,Alejandro Hidalgo,691576.0,sa3015151,sa3015151
,,0.0472,0.051,0.0,1.0,0.0,0.0,,1.0,4.394,0.9748,0.5328,0.49392,0.127667,0.8763,0.4776,,0.0446,4.44528,1.4524,7.8867,4.2984,1.8348,1.149,0.199431,0.108694,0.09073735773563385,,0.251769,0.295391,0.72201,4.6088,6.800000000000001,6.800000000000001,7.0,7.0,-0.00225177,-0.0484652,0.0,999.0,-2.0,,Cole McDonald,680423.0,sa3010652,sa3010652
KCR,Royals,0.0475,0.0508,0.0,1.0,0.0,0.0,,1.0,4.365,1.0011,0.5281,0.49251,0.137222,0.8224,0.3929,,0.0539,4.43259,1.394,7.4016,3.5361,2.09315,1.235,0.188408,0.0900115,0.09839633852243423,,0.2555,0.291991,0.720449,4.61462,6.800000000000001,6.800000000000001,7.0,7.0,-0.00225668,-0.0451423,0.0,999.0,7.0,AL,Hunter Owen,694818.0,sa3023474,sa3023474
HOU,Astros,0.0474,0.0508,0.0,1.0,0.0,0.0,,1.0,4.392,0.952,0.5281,0.49023,0.129333,0.911,0.4802,,0.0581,4.41207,1.4322,8.199,4.3218,1.89713,1.164,0.207423,0.109335,0.09808743745088577,,0.247035,0.292414,0.722625,4.60937,6.800000000000001,6.800000000000001,7.0,7.0,-0.00225818,-0.0484652,0.0,999.0,21.0,AL,Sam Carlson,672277.0,sa3005015,sa3005015
,,0.047,0.0513,0.0,1.0,0.0,0.0,,1.0,4.388,0.9519,0.529,0.49363,0.135,0.9236,0.4793,,0.0383,4.44267,1.4312,8.3124,4.3137,1.92698,1.215,0.210483,0.10923,0.10125342011451721,,0.245944,0.290526,0.726292,4.59574,6.800000000000001,6.800000000000001,7.0,7.0,-0.00225887,-0.0470228,0.0,999.0,-1.0,,Sam Gardner,814217.0,sa3021721,sa3021721
,,0.0468,0.0514,0.0,1.0,0.0,0.0,,1.0,4.417,0.9918,0.5322,0.49469,0.127889,0.862,0.4648,,0.0394,4.45221,1.4566,7.758,4.1832,1.85456,1.151,0.195155,0.10523,0.08992528915405273,,0.253476,0.295565,0.723569,4.58629,6.800000000000001,6.800000000000001,7.0,7.0,-0.00225977,-0.0470228,0.0,999.0,-1.0,,Chris Stratton,608717.0,13761,13761
BOS,Red Sox,0.0455,0.0528,0.0,1.0,0.0,0.0,,1.0,4.433,1.0472,0.5605,0.52009,0.122111,0.7833,0.4443,,0.0501,4.68081,1.4915,7.0497,3.9987,1.763,1.099,0.176697,0.100226,0.07647191733121872,,0.265881,0.304989,0.705012,4.63918,6.800000000000001,6.800000000000001,7.0,7.0,-0.00226695,-0.0441848,0.0,999.0,3.0,AL,Tayron Guerrero,594027.0,11691,11691
,,0.0464,0.0519,0.0,1.0,0.0,0.0,,1.0,4.378,1.0325,0.5417,0.50297,0.130556,0.7804,0.3967,,0.0451,4.52673,1.4292,7.0236,3.5703,1.96723,1.175,0.178255,0.0906122,0.08764275908470154,,0.262309,0.298139,0.712038,4.59696,6.800000000000001,6.800000000000001,7.0,7.0,-0.00227265,-0.0470228,0.0,999.0,-1.0,,Kyle Cody,621129.0,19686,19686
,,0.0476,0.0506,0.0,1.0,0.0,0.0,,1.0,4.407,0.9314,0.5113,0.47266,0.116111,0.9211,0.5436,,0.0438,4.25394,1.475,8.2899,4.8924,1.69444,1.045,0.209008,0.123349,0.08565917611122131,,0.243848,0.293018,0.734279,4.56458,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00227401,-0.0496068,0.0,999.0,,,Domingo Tapia,593619.0,12178,12178
,,0.0473,0.0535,0.0184,0.9134,0.0,0.0,,1.0,4.39,0.9956,0.5364,0.49875,0.131111,0.8498,0.4432,,0.0422,4.48875,1.4388,7.6482,3.9888,1.91742,1.18,0.193576,0.100957,0.09261958301067352,,0.254981,0.295684,0.718904,4.59618,6.800000000000001,6.800000000000001,7.0,7.0,-0.00227403,-0.0470323,0.0071,999.0,-1.0,,Alejandro Mateo,670376.0,sa918495,sa918495
,,0.0484,0.0554,0.0419,0.8029,0.0,0.0,,1.0,4.376,1.0267,0.5324,0.49486,0.136,0.8116,0.403,,0.0361,4.45374,1.4297,7.3044,3.627,2.0139,1.224,0.185466,0.0920932,0.09337294846773148,,0.260789,0.297963,0.724038,4.59724,6.800000000000001,6.800000000000001,7.0,7.0,-0.00227579,-0.0470228,0.0165,999.0,-1.0,,Kirk McCarty,668948.0,20555,20555
,,0.0473,0.0509,0.0,1.0,0.0,0.0,,1.0,4.448,1.0184,0.5209,0.47772,0.103667,0.7676,0.5012,,0.0498,4.29948,1.5196,6.9084,4.5108,1.53152,0.933,0.172572,0.11268,0.05989208072423935,,0.261329,0.302318,0.726609,4.6006,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00231376,-0.0470228,0.0,999.0,-1.0,,Nick Kennedy,663943.0,sa3004987,sa3004987
,,0.0476,0.0598,0.0698,0.6718,0.0,0.0,,1.0,4.414,1.059,0.5603,0.51969,0.131889,0.7316,0.4165,,0.0431,4.67721,1.4755,6.5844,3.7485,1.75654,1.187,0.165745,0.0943589,0.07138648629188538,,0.267803,0.299948,0.708987,4.76529,6.800000000000001,6.800000000000001,7.0,7.0,-0.00232563,-0.0470228,0.0258,999.0,-1.0,,José Ureña,570632.0,11589,11589
SEA,Mariners,0.0485,0.0497,0.0,1.0,0.0,0.0,,1.0,4.316,1.0143,0.5004,0.46054,0.121889,0.7658,0.3474,,0.0415,4.14486,1.3617,6.8922,3.1266,2.20438,1.097,0.177433,0.0804912,0.09694160521030426,,0.258282,0.293613,0.72314,4.35479,6.800000000000001,6.800000000000001,7.0,7.0,-0.00233209,-0.0553393,0.0,999.0,11.0,AL,Nick Davila,689546.0,sa3014980,sa3014980
,,0.0466,0.0517,0.0,1.0,0.0,0.0,,1.0,4.392,0.9949,0.5376,0.50055,0.133444,0.8583,0.4426,,0.0405,4.50495,1.4375,7.7247,3.9834,1.93922,1.201,0.195423,0.100774,0.09464935213327408,,0.254522,0.295307,0.71953,4.60261,6.800000000000001,6.800000000000001,7.0,7.0,-0.00233644,-0.0470228,0.0,999.0,-1.0,,Nick Avila,687014.0,25667,25667
,,0.0465,0.0517,0.0,1.0,0.0,0.0,,1.0,4.413,0.9997,0.5388,0.50018,0.125333,0.8474,0.4629,,0.0481,4.50162,1.4626,7.6266,4.1661,1.83063,1.128,0.192024,0.104895,0.08712892979383469,,0.256202,0.298493,0.717719,4.60267,6.800000000000001,6.800000000000001,7.0,7.0,-0.00233707,-0.0470228,0.0,999.0,-1.0,,Luis Romero,673603.0,sa3003109,sa3003109
,,0.0475,0.0508,0.0,1.0,0.0,0.0,,1.0,4.474,0.9079,0.5293,0.49001,0.117,0.9874,0.6095,,0.0648,4.41009,1.5174,8.8866,5.4855,1.62002,1.053,0.220697,0.136232,0.08446580171585083,,0.23894,0.293437,0.729979,4.70424,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00233804,-0.0444159,0.0,999.0,,,Francisco Morales,672839.0,22913,22913
