Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Player,xMLBAMID,playerids,playerid
TBR,Rays,4,3,0,52,4,11,,52.0,216,40,21,20,5,65,22,,4,3.43123,1.19343,11.2794,3.81496,2.95662,0.928113,0.300209,0.101538,0.1986711248755455,,0.209687,0.288048,0.742884,3.48326,335.29999999999995,6.448076923076922,311.0,5.980769230769231,0.785738,0.880466,0,505.4800109863281,12,AL,Garrett Cleavinger,664076,17897,17897
LAD,Dodgers,5,5,13,29,0,1,,83.0,359,79,45,41,12,87,33,,5,4.48047,1.34988,9.36504,3.59924,2.60195,1.34664,0.241385,0.092771,0.14861436188220978,,0.24685,0.301087,0.710787,4.3865,325.20000000000005,3.918072289156627,323.0,3.891566265060241,0.779538,0.584998,5,289.7200012207031,22,NL,Roki Sasaki,808963,35323,35323
DET,Tigers,4,3,0,54,2,12,,54.0,226,48,22,20,4,56,18,,2,3.35155,1.22044,9.25378,3.06526,3.01892,0.72522,0.246046,0.0815014,0.1645447388291359,,0.231161,0.296306,0.733704,3.24417,335.6,6.214814814814815,328.0,6.074074074074074,0.773415,0.721611,0,485.7300109863281,6,AL,Will Vest,676684,19769,19769
NYY,Yankees,4,3,0,51,1,11,,51.0,220,40,22,20,6,71,27,,3,3.55889,1.28898,12.4314,4.64927,2.67383,1.00245,0.322771,0.120715,0.20205625146627426,,0.208196,0.298116,0.75938,3.5289,300.6000000000001,5.894117647058825,278.0,5.450980392156863,0.747367,0.568253,0,999.0,9,AL,Fernando Cruz,518585,7048,7048
TOR,Blue Jays,4,3,0,51,9,9,,51.0,209,39,20,18,6,65,19,,3,3.2859,1.14551,11.4996,3.42573,3.35684,1.0612,0.309316,0.092145,0.21717078238725662,,0.207419,0.282278,0.76439,3.44223,347.20000000000005,6.807843137254903,322.0,6.313725490196078,0.736239,0.747672,0,99.63999938964844,14,AL,Jeff Hoffman,656546,17432,17432
BAL,Orioles,3,2,0,40,19,3,,40.0,168,33,16,15,4,48,16,,1,3.30475,1.22216,10.7938,3.66984,2.94121,0.883607,0.286474,0.0973997,0.18907380104064941,,0.216875,0.291424,0.758878,3.30681,313.0,7.825,300.0,7.5,0.73566,0.705494,0,85.58999633789062,2,AL,Ryan Helsley,664854,18138,18138
SDP,Padres,3,2,0,50,0,11,,50.0,209,37,20,18,6,68,22,,2,3.2664,1.18982,12.2776,4.03534,3.04252,0.997585,0.327209,0.107545,0.2196633666753769,,0.200986,0.284821,0.770005,3.28791,308.0,6.16,280.0,5.6,0.73443,0.582716,0,623.5800170898438,29,NL,Jeremiah Estrada,669093,22210,22210
NYM,Mets,5,4,13,19,0,1,,73.0,317,65,36,33,9,74,34,,3,4.01958,1.35896,9.08814,4.2117,2.15783,1.11956,0.233657,0.108283,0.1253737360239029,,0.233382,0.285665,0.737957,4.24451,301.50000000000006,4.130136986301371,289.0,3.958904109589041,0.721283,0.890815,6,223.52000427246094,25,NL,Kodai Senga,673540,31838,31838
MIL,Brewers,4,4,9,19,0,1,,56.0,234,50,28,26,8,57,18,,2,4.14719,1.23237,9.18364,2.95218,3.1108,1.35224,0.242445,0.0779368,0.16450855135917664,,0.235098,0.281797,0.720258,4.13388,244.0000000000001,4.357142857142859,234.0,4.178571428571429,0.71762,0.576552,4,413.3999938964844,23,NL,Logan Henderson,701656,31475,31475
SDP,Padres,6,8,20,20,0,0,,113.0,493,110,62,58,18,103,48,,4,4.62131,1.39444,8.18479,3.80986,2.14832,1.435,0.208621,0.097109,0.11151206493377686,,0.248877,0.286493,0.722708,4.76061,378.80000000000007,3.3522123893805316,381.0,3.3716814159292037,0.71567,0.689957,9,728.47998046875,29,NL,Lucas Giolito,608337,15474,15474
SFG,Giants,6,7,20,20,0,0,,108.0,473,116,58,53,12,74,37,,5,4.43838,1.41588,6.16616,3.0902,1.99539,1.0168,0.156788,0.0785752,0.0782131552696228,,0.269477,0.301563,0.69925,4.40285,372.0,3.4444444444444446,406.0,3.759259259259259,0.713053,0.751607,9,743.219970703125,30,NL,Adrian Houser,605288,12718,12718
TBR,Rays,4,4,9,24,0,1,,61.0,264,51,30,27,6,68,34,,3,4.06603,1.38798,10.0715,4.98388,2.02082,0.931986,0.257431,0.127389,0.13004177808761597,,0.223039,0.29022,0.722214,4.06366,274.0000000000001,4.4918032786885265,256.0,4.19672131147541,0.71108,0.554175,4,713.1400146484375,12,AL,Joe Boyle,671212,29608,29608
WSN,Nationals,4,5,12,29,0,1,,79.0,343,81,41,38,9,60,31,,4,4.29128,1.42285,6.8273,3.59992,1.89651,0.996836,0.174047,0.091772,0.08227473497390747,,0.261391,0.299659,0.712262,4.39404,282.30000000000007,3.573417721518988,297.0,3.759493670886076,0.697805,0.646537,5,999.0,24,NL,Andrew Alvarez,674841,29914,29914
SEA,Mariners,3,2,0,44,2,9,,44.0,184,36,17,15,3,51,18,,2,3.15746,1.23925,10.4913,3.68211,2.84928,0.678185,0.276915,0.0971877,0.17972689121961594,,0.221498,0.3011,0.754635,3.16887,283.1,6.4340909090909095,269.0,6.113636363636363,0.693011,0.641117,0,733.280029296875,11,AL,Matt Brash,666374,25756,25756
ATH,Athletics,3,3,0,53,11,8,,53.0,224,45,24,22,5,57,22,,4,3.75346,1.27306,9.65878,3.79465,2.54537,0.924652,0.253352,0.0995343,0.15381725877523422,,0.22726,0.291255,0.726511,3.79284,336.70000000000005,6.352830188679246,323.0,6.09433962264151,0.685995,0.672189,0,999.0,10,AL,Jack Perkins,678022,31468,31468
COL,Rockies,5,9,21,21,0,0,,111.0,503,128,70,65,16,73,47,,5,5.27642,1.58632,5.96006,3.85605,1.54564,1.29272,0.14589,0.0943884,0.051502011716365814,,0.284619,0.310897,0.689546,5.09121,281.8000000000001,2.53873873873874,337.0,3.036036036036036,0.677935,0.834227,8,999.0,19,NL,Jose Quintana,500779,11423,11423
WSN,Nationals,5,8,18,26,0,1,,105.0,455,107,59,55,16,85,37,,5,4.67585,1.36505,7.27635,3.13222,2.32307,1.37564,0.187321,0.080635,0.106685571372509,,0.259499,0.292163,0.698309,4.69576,350.00000000000006,3.333333333333334,365.0,3.4761904761904763,0.676037,0.682226,7,999.0,24,NL,Jake Irvin,663623,21504,21504
ATL,Braves,3,2,6,6,0,0,,38.0,159,36,17,15,4,37,10,,1,3.62715,1.19537,8.79799,2.24829,3.91319,1.051,0.235786,0.0602541,0.17553193494677544,,0.245155,0.299994,0.73316,3.56494,179.4,4.721052631578948,179.0,4.7105263157894735,0.673266,0.707767,4,743.1900024414062,16,NL,Spencer Schwellenbach,680885,31846,31846
SFG,Giants,4,3,0,51,21,4,,51.0,211,44,21,19,4,54,17,,3,3.34826,1.21309,9.64554,3.06072,3.1514,0.750197,0.256242,0.0813105,0.1749311238527298,,0.231366,0.301601,0.736021,3.30291,382.80000000000007,7.505882352941178,372.0,7.294117647058823,0.673264,0.792027,0,144.55999755859375,30,NL,Ryan Walker,676254,20423,20423
DET,Tigers,4,4,4,50,0,9,,68.0,290,61,33,30,9,75,26,,3,4.00918,1.28198,9.96697,3.46097,2.87982,1.1394,0.260134,0.0903299,0.16980433464050293,,0.234799,0.297838,0.722785,3.87126,332.9000000000001,4.895588235294119,322.0,4.735294117647059,0.665595,0.371652,2,999.0,6,AL,Drew Anderson,623454,15130,15130
KCR,Royals,3,2,0,53,3,13,,53.0,221,45,23,22,6,57,18,,3,3.68661,1.192,9.72822,3.00146,3.24116,1.07847,0.259141,0.0799532,0.1791880652308464,,0.226766,0.285741,0.733274,3.68693,319.40000000000003,6.026415094339623,305.0,5.754716981132075,0.664956,0.644388,0,720.1400146484375,7,AL,Matt Strahm,621381,13799,13799
BAL,Orioles,4,4,10,26,0,1,,72.0,309,69,37,34,10,68,27,,2,4.28079,1.34249,8.53391,3.3671,2.5345,1.2496,0.220481,0.086992,0.13348911702632904,,0.248302,0.2949,0.720894,4.24578,283.4000000000001,3.9361111111111122,283.0,3.9305555555555554,0.664777,0.493945,4,999.0,2,AL,Cade Povich,700249,30055,30055
MIN,Twins,4,4,9,35,0,1,,69.0,296,66,33,31,8,66,27,,4,3.99155,1.35041,8.69939,3.54095,2.4568,1.01504,0.224295,0.0912959,0.13299960643053055,,0.247907,0.303574,0.728479,4.01593,283.6,4.110144927536232,284.0,4.115942028985507,0.664661,0.573871,4,999.0,8,AL,Connor Prielipp,687570,31857,31857
CLE,Guardians,5,6,14,21,0,1,,84.0,367,85,44,41,12,70,35,,3,4.40981,1.42766,7.5367,3.73451,2.01813,1.236,0.191047,0.0946655,0.09638135135173798,,0.257628,0.29612,0.727726,4.6027,283.0,3.369047619047619,294.0,3.5,0.655182,0.548341,6,999.0,5,AL,Logan Allen,671106,27589,27589
ATL,Braves,3,2,0,52,1,13,,52.0,214,45,21,19,7,60,15,,1,3.35511,1.15707,10.3616,2.66468,3.88852,1.1317,0.278939,0.071734,0.20720525085926056,,0.225552,0.289441,0.768322,3.39758,310.70000000000005,5.9750000000000005,298.0,5.730769230769231,0.652084,0.819207,0,999.0,16,NL,Dylan Lee,669276,19996,19996
SDP,Padres,6,7,17,25,0,1,,100.0,436,98,52,48,14,89,42,,4,4.32564,1.39204,7.9716,3.7262,2.13933,1.272,0.204048,0.0953791,0.10866868495941162,,0.251308,0.292074,0.731771,4.54837,356.99999999999994,3.5699999999999994,362.0,3.62,0.627895,0.809119,8,999.0,29,NL,Griffin Canning,656288,19867,19867
MIL,Brewers,4,5,13,24,0,1,,79.0,344,77,43,40,10,69,33,,4,4.49815,1.38356,7.82334,3.75973,2.08083,1.18372,0.200614,0.0964109,0.10420330613851547,,0.25025,0.291852,0.701751,4.52728,292.40000000000003,3.7012658227848108,296.0,3.7468354430379747,0.62508,0.534428,5,528.2000122070312,23,NL,Brandon Sproat,687075,33850,33850
TOR,Blue Jays,5,6,14,26,0,1,,83.0,353,81,45,42,15,77,25,,4,4.59635,1.27486,8.36986,2.71975,3.07744,1.64986,0.218364,0.0709563,0.14740727841854095,,0.248514,0.281848,0.713579,4.69318,290.1,3.4951807228915666,291.0,3.5060240963855422,0.611378,0.443577,5,546.9299926757812,14,AL,Max Scherzer,453286,3137,3137
SDP,Padres,2,2,7,7,0,0,,37.0,153,31,17,16,5,41,12,,1,3.82677,1.17162,10.0406,2.87057,3.49777,1.33122,0.26912,0.0769405,0.19217976182699203,,0.224402,0.277879,0.739498,3.86396,174.70000000000002,4.7216216216216225,163.0,4.405405405405405,0.609012,0.568289,4,96.01000213623047,29,NL,Nick Pivetta,601713,15454,15454
TEX,Rangers,3,3,3,54,14,6,,67.0,288,60,34,31,8,66,31,,2,4.19441,1.36351,8.93045,4.2106,2.12095,1.084,0.229564,0.108236,0.12132714688777924,,0.234051,0.28563,0.718901,4.20327,368.4,5.498507462686566,358.0,5.343283582089552,0.600782,0.140728,1,730.9299926757812,13,AL,Jacob Latz,656641,21306,21306
MIA,Marlins,3,4,8,27,0,1,,63.0,269,68,33,30,8,45,14,,2,4.3374,1.29757,6.46945,2.03444,3.17997,1.14998,0.16894,0.0531263,0.11581379920244217,,0.268291,0.299861,0.69338,4.14169,237.00000000000006,3.7619047619047628,257.0,4.079365079365079,0.592656,0.481959,3,999.0,20,NL,Janson Junk,676083,23301,23301
SEA,Mariners,3,2,0,53,3,13,,53.0,222,48,22,20,4,50,16,,3,3.33283,1.20737,8.43858,2.73358,3.08701,0.658501,0.225064,0.072907,0.15215739607810974,,0.237583,0.297375,0.724878,3.29867,328.20000000000005,6.19245283018868,323.0,6.09433962264151,0.589623,0.453343,0,999.0,11,AL,Jose A. Ferrer,678606,24017,24017
KCR,Royals,4,4,9,25,0,1,,69.0,298,75,36,33,7,49,22,,3,4.31637,1.41972,6.41142,2.94844,2.17451,0.952,0.163799,0.0753266,0.0884721428155899,,0.274997,0.312803,0.705032,4.21871,256.5,3.717391304347826,281.0,4.072463768115942,0.589241,0.6545,4,999.0,7,AL,Stephen Kolek,663568,21487,21487
MIL,Brewers,4,3,1,55,2,13,,62.0,266,53,27,25,5,69,32,,3,3.60683,1.37806,10.0581,4.70098,2.13958,0.72288,0.258108,0.120635,0.13747338205575943,,0.227965,0.303383,0.74193,3.67242,354.49999999999994,5.71774193548387,340.0,5.483870967741935,0.588569,0.690476,0,999.0,23,NL,Aaron Ashby,676879,23550,23550
STL,Cardinals,3,2,0,52,24,3,,52.0,222,45,22,20,4,55,22,,5,3.44578,1.28826,9.54444,3.7771,2.52692,0.704619,0.249355,0.0986796,0.15067565441131592,,0.231845,0.303071,0.737079,3.55156,379.6,7.300000000000001,369.0,7.096153846153846,0.575938,0.782363,0,264.0400085449219,28,NL,Riley O'Brien,676617,20348,20348
LAA,Angels,5,8,17,37,0,1,,110.0,489,119,65,60,13,71,45,,8,4.85953,1.48643,5.82342,3.67652,1.58395,1.05755,0.146164,0.092278,0.05388572812080383,,0.273065,0.301739,0.680373,4.8067,331.70000000000005,3.015454545454546,368.0,3.3454545454545452,0.569871,0.281745,6,999.0,1,AL,Jack Kochanowicz,686799,27688,27688
CIN,Reds,3,3,0,52,2,13,,52.0,223,50,25,23,5,48,18,,2,4.00206,1.31042,8.28593,3.13917,2.63953,0.850865,0.215656,0.0817026,0.13395386934280396,,0.248187,0.30324,0.702461,3.70633,291.3,5.601923076923077,293.0,5.634615384615385,0.562083,0.46001,0,999.0,18,NL,Graham Ashcraft,668933,27552,27552
ATH,Athletics,3,3,0,51,7,8,,51.0,220,55,25,23,5,35,14,,2,4.05098,1.34583,6.21134,2.45893,2.52603,0.909915,0.161077,0.063767,0.09731046110391617,,0.270538,0.306133,0.709772,4.02864,261.90000000000003,5.135294117647059,279.0,5.470588235294118,0.557497,0.328569,0,999.0,10,AL,Joel Kuhnel,669270,19995,19995
CHW,White Sox,5,9,18,25,0,0,,108.0,478,116,66,61,17,80,43,,3,5.09327,1.4773,6.662,3.60093,1.85008,1.42699,0.16697,0.09025,0.07671964168548584,,0.269224,0.296112,0.690138,5.01238,310.5,2.875,341.0,3.1574074074074074,0.545075,0.0519522,7,999.0,4,AL,Erick Fedde,607200,17425,17425
CHC,Cubs,3,2,0,48,25,3,,48.0,204,40,21,19,5,54,21,,3,3.63425,1.26203,10.1244,3.89914,2.59658,0.933045,0.266049,0.102461,0.1635875478386879,,0.221659,0.288842,0.737779,3.70078,362.70000000000005,7.556250000000001,348.0,7.25,0.53576,0.648112,0,91.05999755859375,17,NL,Daniel Palencia,694037,27914,27914
KCR,Royals,4,4,0,51,7,9,,51.0,222,47,24,22,4,50,23,,3,3.80004,1.35866,8.73671,4.05119,2.15658,0.705238,0.224983,0.104324,0.1206592544913292,,0.239135,0.301867,0.719645,3.75893,299.00000000000006,5.862745098039217,296.0,5.803921568627451,0.532902,0.46976,0,490.70001220703125,7,AL,Lucas Erceg,668674,19360,19360
HOU,Astros,3,2,0,52,3,10,,52.0,217,46,23,21,6,51,17,,4,3.63143,1.21476,8.9238,2.89736,3.07998,1.03341,0.237004,0.0769499,0.16005434095859528,,0.236024,0.290688,0.736337,3.84722,285.4,5.488461538461538,276.0,5.3076923076923075,0.511502,0.566519,0,748.469970703125,21,AL,Bryan King,687911,25890,25890
MIN,Twins,3,3,0,54,12,7,,54.0,229,50,26,24,6,53,18,,3,4.01313,1.25772,8.84051,2.93887,3.00813,1.07385,0.232242,0.0772047,0.15503737330436707,,0.241675,0.29507,0.71068,3.85133,326.8,6.051851851851852,323.0,5.981481481481482,0.497089,0.344622,0,735.4400024414062,8,AL,Cole Sands,663485,21461,21461
PIT,Pirates,3,3,0,54,20,4,,54.0,231,50,26,24,6,49,21,,3,3.96129,1.30192,8.18098,3.4281,2.38645,0.917042,0.212958,0.0892365,0.12372197955846786,,0.239908,0.289631,0.712753,3.92985,337.8,6.2555555555555555,334.0,6.185185185185185,0.49501,0.493453,0,150.50999450683594,27,NL,Dennis Santana,642701,17878,17878
ARI,Diamondbacks,2,2,5,5,0,0,,31.0,130,29,14,13,3,30,10,,1,3.85919,1.29365,8.91055,3.04362,2.92761,0.921,0.232961,0.0795736,0.15338723361492157,,0.246754,0.30691,0.718682,3.61859,144.09999999999997,4.648387096774193,143.0,4.612903225806452,0.49404,0.568907,3,738.0999755859375,15,NL,Corbin Burnes,669203,19361,19361
ATL,Braves,3,4,10,10,0,0,,58.0,255,57,30,28,6,52,28,,2,4.32503,1.46735,7.98373,4.34826,1.83608,0.972,0.202343,0.110204,0.09213907271623611,,0.255038,0.30594,0.717844,4.33989,221.20000000000005,3.8137931034482766,226.0,3.896551724137931,0.490967,0.65915,5,999.0,16,NL,Hurston Waldrep,694462,33527,33527
BAL,Orioles,3,3,0,51,3,10,,51.0,215,49,23,21,6,51,14,,1,3.665,1.22506,8.89914,2.49097,3.57256,1.13337,0.23636,0.0661597,0.17019981145858765,,0.244326,0.297254,0.746543,3.7013,288.20000000000005,5.650980392156864,289.0,5.666666666666667,0.482556,0.450105,0,745.8499755859375,2,AL,Andrew Kittredge,552640,12828,12828
CHW,White Sox,2,2,0,53,2,11,,53.0,228,49,24,22,5,50,22,,2,3.82292,1.34573,8.55695,3.73327,2.29208,0.883554,0.221253,0.0965296,0.12472385913133621,,0.242537,0.298549,0.730945,3.88665,285.30000000000007,5.383018867924529,282.0,5.320754716981132,0.474718,0.449491,0,999.0,4,AL,Sean Newcomb,656794,16943,16943
STL,Cardinals,4,5,13,31,0,1,,86.0,376,90,47,44,11,62,31,,4,4.54834,1.40594,6.44051,3.27385,1.96726,1.13292,0.164072,0.0834016,0.08067082613706589,,0.263838,0.294765,0.697627,4.57488,290.0999999999999,3.373255813953487,310.0,3.604651162790698,0.474178,0.407814,5,999.0,28,NL,Hunter Dobbins,690928,30240,30240
SDP,Padres,4,6,14,23,0,1,,83.0,363,83,46,43,12,71,35,,5,4.65119,1.42443,7.77152,3.78067,2.05559,1.26052,0.196411,0.0955493,0.10086124390363693,,0.256476,0.296762,0.704614,4.67014,276.8,3.334939759036145,285.0,3.433734939759036,0.474167,0.38717,6,740.9299926757812,29,NL,Walker Buehler,621111,19374,19374
COL,Rockies,2,3,0,61,1,12,,61.0,264,62,33,31,9,57,19,,4,4.53877,1.33146,8.38084,2.85485,2.93565,1.32508,0.216366,0.0737028,0.14266279339790344,,0.258582,0.304868,0.701351,4.33112,277.5000000000001,4.5491803278688545,286.0,4.688524590163935,0.459182,0.494154,0,999.0,19,NL,Jimmy Herget,623474,17556,17556
NYM,Mets,3,2,0,50,2,13,,50.0,210,43,23,21,5,51,19,,4,3.75991,1.23452,9.19621,3.37047,2.72847,0.879555,0.24246,0.088863,0.15359670668840408,,0.228295,0.287916,0.712039,3.70342,291.7,5.834,280.0,5.6,0.456567,0.321324,0,999.0,25,NL,Brooks Raley,548384,10061,10061
TBR,Rays,3,3,8,21,0,1,,56.0,244,58,30,28,8,46,19,,2,4.50374,1.35853,7.35949,2.96888,2.47888,1.28103,0.189009,0.0762477,0.11276083439588547,,0.259903,0.295658,0.705264,4.45569,198.2,3.539285714285714,209.0,3.732142857142857,0.450857,0.339336,3,999.0,12,AL,Jesse Scholtens,669947,19205,19205
CHW,White Sox,3,4,0,51,16,5,,51.0,218,42,25,23,7,58,26,,3,4.08053,1.35034,10.3246,4.62326,2.23318,1.15722,0.265868,0.119054,0.1468144878745079,,0.223035,0.286037,0.734274,4.20322,311.1000000000001,6.100000000000001,293.0,5.745098039215686,0.44617,0.260032,0,194.19000244140625,4,AL,Seranthony Domínguez,622554,19249,19249
ATH,Athletics,3,3,8,8,0,0,,44.0,194,44,24,22,6,38,18,,2,4.43565,1.40783,7.71735,3.66581,2.10522,1.208,0.196878,0.0935189,0.10335930436849594,,0.256527,0.297846,0.718623,4.53055,153.4,3.4863636363636363,158.0,3.590909090909091,0.44559,0.395552,4,999.0,10,AL,Gage Jump,695611,sa3034986,sa3034986
MIL,Brewers,2,3,5,20,0,1,,44.0,187,41,21,20,6,41,15,,3,4.04255,1.28662,8.45366,3.07659,2.74774,1.217,0.220107,0.0801048,0.14000204205513,,0.244266,0.289819,0.731628,4.2133,177.20000000000002,4.027272727272727,174.0,3.9545454545454546,0.434954,0.431182,2,748.5800170898438,23,NL,Robert Gasser,688107,29812,29812
ATL,Braves,4,4,13,13,0,0,,69.0,300,68,38,35,9,59,28,,4,4.57183,1.39596,7.74011,3.66959,2.10926,1.18256,0.197712,0.0937355,0.10397686809301376,,0.254689,0.296613,0.697914,4.5323,245.10000000000002,3.5521739130434784,250.0,3.6231884057971016,0.431013,0.555126,6,999.0,16,NL,JR Ritchie,702275,31760,31760
ARI,Diamondbacks,2,2,0,49,2,10,,49.0,209,48,21,20,5,42,15,,2,3.57354,1.28709,7.73782,2.7634,2.80011,0.829883,0.20302,0.0725042,0.1305154412984848,,0.252697,0.303391,0.737108,3.68384,259.3,5.291836734693878,263.0,5.36734693877551,0.429116,0.748243,0,999.0,15,NL,Jonathan Loáisiga,642528,19753,19753
NYM,Mets,3,3,8,27,0,1,,58.0,243,54,29,27,8,56,18,,4,4.2064,1.24592,8.74506,2.84232,3.07674,1.25643,0.230058,0.0747735,0.15528485924005508,,0.241938,0.289231,0.705017,4.14416,240.40000000000006,4.1448275862068975,236.0,4.068965517241379,0.427988,0.391438,3,748.5700073242188,25,NL,Christian Scott,681035,30107,30107
TOR,Blue Jays,4,3,0,59,2,12,,59.0,251,61,27,25,6,41,15,,3,3.77776,1.26929,6.20472,2.20976,2.80787,0.880225,0.162998,0.0580504,0.10494780167937279,,0.259711,0.293516,0.715828,3.89066,290.20000000000005,4.918644067796611,303.0,5.135593220338983,0.425876,0.452132,0,743.280029296875,14,AL,Tyler Rogers,643511,15541,15541
SFG,Giants,3,2,0,50,4,10,,50.0,215,41,20,18,4,57,27,,2,3.33948,1.36744,10.3322,4.95171,2.08659,0.677117,0.265234,0.127114,0.13812027871608734,,0.218437,0.294672,0.761915,3.57808,301.20000000000005,6.024000000000001,285.0,5.7,0.42019,0.803912,0,999.0,30,NL,Erik Miller,669062,26252,26252
SEA,Mariners,4,5,10,46,0,1,,91.0,389,91,48,44,13,76,28,,5,4.35786,1.31146,7.54594,2.80344,2.69167,1.30776,0.195437,0.0726083,0.12282910197973251,,0.254861,0.290717,0.709916,4.44671,333.9,3.669230769230769,343.0,3.769230769230769,0.417317,0.172376,4,733.4199829101562,11,AL,Emerson Hancock,676106,27470,27470
WSN,Nationals,4,7,18,18,0,0,,96.0,415,108,59,54,17,64,25,,3,5.10795,1.39365,6.03759,2.34878,2.57051,1.58305,0.154307,0.0600295,0.0942772775888443,,0.27926,0.298133,0.6805,4.95457,264.50000000000006,2.755208333333334,303.0,3.15625,0.41723,0.178571,7,999.0,24,NL,Miles Mikolas,571945,9803,9803
HOU,Astros,4,5,14,14,0,0,,72.0,314,67,41,39,12,65,34,,3,4.85981,1.4109,8.20335,4.28364,1.91504,1.47039,0.207916,0.10857,0.09934582561254501,,0.241967,0.27664,0.704787,4.99609,230.00000000000006,3.194444444444445,223.0,3.0972222222222223,0.413899,0.320721,6,470.2799987792969,21,AL,Cristian Javier,664299,17606,17606
ARI,Diamondbacks,3,2,0,49,0,10,,49.0,205,44,21,19,4,51,18,,2,3.58395,1.26318,9.51625,3.26918,2.9109,0.801573,0.250369,0.0860107,0.16435787081718445,,0.235423,0.302992,0.729554,3.37998,281.0,5.73469387755102,275.0,5.612244897959184,0.4109,0.402018,0,556.52001953125,15,NL,Kevin Ginkel,656464,19876,19876
CIN,Reds,3,3,0,53,22,3,,53.0,224,47,27,25,9,55,19,,2,4.31583,1.25471,9.3229,3.30755,2.81867,1.46013,0.245051,0.0869384,0.15811222791671753,,0.231718,0.275581,0.72005,4.3677,328.30000000000007,6.194339622641511,317.0,5.981132075471698,0.407488,0.379989,0,111.94000244140625,18,NL,Emilio Pagán,641941,14771,14771
COL,Rockies,2,4,10,17,0,0,,58.0,257,62,37,34,9,48,25,,2,5.32377,1.5144,7.5361,3.90214,1.93127,1.35396,0.18768,0.0971798,0.09050072729587555,,0.270927,0.309965,0.672969,4.83263,172.30000000000007,2.970689655172415,188.0,3.2413793103448274,0.404962,0.29568,3,999.0,19,NL,Ryan Feltner,663372,21446,21446
CLE,Guardians,3,2,0,52,1,14,,52.0,223,40,23,21,6,67,30,,2,3.65816,1.34148,11.598,5.18085,2.23862,0.999017,0.29873,0.133444,0.16528651118278503,,0.207052,0.284822,0.760484,3.84596,305.99999999999994,5.884615384615383,281.0,5.403846153846154,0.404081,0.429275,0,999.0,5,AL,Erik Sabrowski,681870,24978,24978
BOS,Red Sox,3,3,4,31,0,1,,49.0,209,46,22,21,5,47,20,,2,3.78755,1.35407,8.67766,3.76678,2.30374,0.893,0.225019,0.0976756,0.12734317034482956,,0.244621,0.3029,0.73667,3.87807,213.50000000000003,4.357142857142858,212.0,4.326530612244898,0.403995,0.426709,2,999.0,3,AL,Patrick Sandoval,663776,19447,19447
SFG,Giants,3,3,1,50,2,13,,56.0,236,53,26,24,5,51,18,,3,3.84445,1.29036,8.32044,2.95332,2.81732,0.884891,0.217276,0.0771217,0.1401546150445938,,0.2483,0.302865,0.715388,3.70342,316.1000000000001,5.644642857142858,316.0,5.642857142857143,0.40253,0.378527,0,999.0,30,NL,Keaton Winn,676775,23499,23499
PHI,Phillies,3,3,0,47,0,10,,47.0,200,41,21,19,5,51,19,,3,3.65618,1.261,9.66881,3.53871,2.7323,0.924261,0.254229,0.093046,0.16118334233760834,,0.230482,0.295617,0.733919,3.70325,255.70000000000002,5.440425531914894,246.0,5.23404255319149,0.399972,0.337087,0,999.0,26,NL,Orion Kerkering,689147,31776,31776
TEX,Rangers,2,2,0,51,7,8,,51.0,213,49,25,23,6,42,14,,3,4.11935,1.25349,7.52332,2.49147,3.01963,1.03979,0.198173,0.0656282,0.13254478573799133,,0.25149,0.293696,0.695026,3.96926,276.20000000000005,5.415686274509805,277.0,5.431372549019608,0.399598,0.167216,0,999.0,13,AL,Jakob Junis,596001,13619,13619
ATH,Athletics,3,5,10,19,0,1,,63.0,278,63,37,34,10,54,28,,2,4.83294,1.43843,7.69601,4.04158,1.90421,1.36371,0.194853,0.102328,0.09252562373876572,,0.253439,0.289198,0.701357,4.84895,201.40000000000003,3.1968253968253975,207.0,3.2857142857142856,0.397451,0.316197,4,735.3200073242188,10,AL,Luis Morales,806960,32227,32227
MIN,Twins,2,2,4,15,0,1,,32.0,137,30,15,14,4,33,12,,1,3.92976,1.28629,9.22907,3.3162,2.78303,1.089,0.241507,0.0867784,0.15472837537527084,,0.239222,0.29619,0.730146,3.88536,140.60000000000002,4.393750000000001,139.0,4.34375,0.392005,0.314721,2,999.0,8,AL,David Festa,701581,30056,30056
COL,Rockies,3,5,8,35,0,0,,68.0,296,79,43,40,13,51,17,,2,5.28592,1.40163,6.77087,2.19898,3.0791,1.68093,0.172667,0.0560771,0.1165899820625782,,0.283128,0.308256,0.675993,4.86699,182.90000000000006,2.6897058823529423,216.0,3.176470588235294,0.387965,0.251422,2,999.0,19,NL,Tanner Gordon,685299,27669,27669
LAA,Angels,2,3,5,15,0,1,,35.0,153,36,19,17,5,31,13,,1,4.41208,1.37499,7.89735,3.26673,2.41751,1.19054,0.202864,0.0839144,0.11894965171813965,,0.257084,0.300584,0.709929,4.26666,127.9,3.6542857142857144,134.0,3.8285714285714287,0.380858,0.222727,2,999.0,1,AL,Ryan Johnson,696270,35325,35325
